"Translation Info:
#---------------------------
448,3,155,"Tunay na ang mga tumalikod kabilang sa inyo sa araw na nagkita-kita ang dalawang bukluran ay nagpatisod lamang sa kanila ang demonyo dahil sa ilan sa mga kinamit nila. Talaga ngang nagpaumanhin si Allāh sa kanila. Tunay na si Allāh ay Mapagpatawad, Matimpiin.",""
449,3,156,"O mga sumampalataya, huwag kayong maging gaya ng mga tumangging sumampalataya at nagsabi sa mga kapatid nila nang naglakbay ang mga ito sa lupain o ang mga ito ay naging mga mandirigma: “Kung sakaling sila ay kapiling naming ay hindi sana sila namatay o napatay,” upang gawin ni Allāh iyon bilang panghihinayang sa mga puso nila. Si Allāh ay nagbibigay-buhay at nagbibigay-kamatayan. Si Allāh sa anumang ginagawa ninyo ay Nakakikita.",""
450,3,157,"Talagang kung napatay kayo sa landas ni Allāh o namatay kayo, talagang may isang kapatawaran mula kay Allāh at isang awa na higit na mabuti kaysa sa iniipon ninyo.",""
451,3,158,"Talagang kung namatay kayo o napatay kayo ay talagang tungo kay Allāh kakalapin kayo [para gantihan].",""
452,3,159,"Kaya dahil nga sa awa mula kay Allāh ay nagbanayad ka sa kanila. Kung sakaling ikaw ay naging isang mabagsik na magaspang ang puso ay talaga sanang nagkahiwa-hiwalay sila mula sa paligid mo. Kaya magpaumanhin ka sa kanila, humingi ka ng tawad para sa kanila at makipagsanggunian ka sa kanila sa usapin. Kaya kapag nagtika ka ay manalig ka kay Allāh; tunay na si Allāh ay umiibig sa mga nananalig.",""
453,3,160,"Kung mag-aadya sa inyo si Allāh ay walang dadaig sa inyo. Kung magtatatwa Siya sa inyo ay sino itong mag-aadya sa inyo matapos na Niya? Kay Allāh ay manalig ang mga mananampalataya.",""
454,3,161,"Hindi naging ukol sa isang propeta na mang-umit. Ang sinumang mang-uumit ay maghahatid siya ng inumit niya sa Araw ng Pagbangon. Pagkatapos lulubus-lubusin ang bawat kaluluwa sa [kabayaran ng] anumang nakamit nito at sila ay hindi lalabagin sa katarungan.",""
455,3,162,"Kaya ba ang sinumang sumunod sa pagkalugod ni Allāh ay gaya ng sinumang bumalik nang may pagkainis mula kay Allāh? Ang kanlungan niya ay ang Impiyerno. Kay saklap ang kahahantungan!",""
456,3,163,"Sila ay mga antas sa ganang kay Allāh. Si Allāh ay Nakakikita sa anumang ginagawa nila.",""
457,3,164,"Talaga ngang nagmagandang-loob si Allāh sa mga mananampalataya yayamang nagpadala Siya sa kanila ng isang Sugo kabilang sa mga sarili nila, na bumibigkas sa kanila ng mga talata Niya, nagbubusilak Siya sa kanila, at nagtuturo sa kanila ng Aklat at Karunungan[17] – bagamat sila dati bago pa niyan ay talagang nasa isang pagkaligaw na malinaw.","[17] Ang Aklat at ang Karunungan ay tumutukoy sa Qur'an at Sunnah."
458,3,165,"Noon bang may tumama sa inyo na isang kasawian gayong nakatama na kayo ng dalawang tulad nito ay nagsabi kayo: “Mula saan ito?” Sabihin mo: “Ito ay mula sa ganang mga sarili ninyo.” Tunay na si Allāh sa bawat bagay ay May-kakayahan.",""
459,3,166,"Ang tumama sa inyo sa araw na nagkita-kita ang dalawang bukluran ay ayon sa pahintulot ni Allāh at upang maghayag Siya sa mga mananampalataya",""
460,3,167,"at upang maghayag Siya sa mga nagpaimbabaw. Sinabi sa kanila: “Halikayo, makipaglaban kayo ayon sa landas ni Allāh o magtanggol kayo.” Nagsabi sila: “Kung sakaling nalalaman naming may labanan ay talaga sanang sumunod kami sa inyo.” Sila para sa kawalang-pananampalataya sa araw na iyon ay higit na malapit kaysa sa kanila para sa pananampalataya. Nagsasabi sila sa pamamagitan ng mga bibig nila ng wala sa mga puso nila. Si Allāh ay higit na maalam sa anumang itinatago nila.",""
461,3,168,"[Sila] ang mga nagsabi sa mga kapatid nila samantalang namalagi sila: “Kung sakaling tumalima sila sa amin ay hindi sana sila napatay.” Sabihin mo: “Kaya magtaboy kayo palayo sa mga sarili ninyo ng kamatayan, kung kayo ay mga tapat.”",""
462,3,169,"Huwag ka ngang mag-akalang ang mga pinatay sa landas ni Allāh ay mga patay bagkus mga buhay, na sa piling ng Panginoon nila ay tinutustusan sila,",""
463,3,170,"na mga natutuwa sa ibinigay sa kanila ni Allāh mula sa kabutihang-loob Niya, at nagagalak para sa mga hindi pa nakasunod sa kanila kabilang sa naiwan nila, na walang pangamba sa kanila ni sila ay malulungkot.",""
464,3,171,"Magagalak sila sa isang biyaya mula kay Allāh at isang kabutihang-loob, at na si Allāh ay hindi magsasayang sa pabuya sa mga mananampalataya,",""
465,3,172,"na mga tumugon kay Allāh at sa Sugo matapos na tumama sa kanila ang sugat. Ukol sa mga gumawa ng maganda kabilang sa kanila at nangilag magkasala ay isang pabuyang sukdulan.",""
466,3,173,"[Sila] ang mga nagsabi sa kanila ang mga tao: “Tunay na ang mga tao ay nagtipon sa inyo kaya matakot kayo sa kanila.” Ngunit nakadagdag ito sa kanila ng pananampalataya at nagsabi sila: “Kasapatan sa amin si Allāh at kay inam ang Pinananaligan.”",""
467,3,174,"Kaya bumalik sila nang may isang biyaya mula kay Allāh at isang kabutihang-loob, na walang sumaling sa kanila na isang kasagwaan at sumunod sila sa pagkalugod ni Allāh. Si Allāh ay may isang kabutihang-loob na sukdulan.",""
468,3,175,"Iyon lamang ay ang demonyo; nagpapangamba siya sa mga katangkilik niya kaya huwag kayong mangamba sa kanila at mangamba kayo sa Akin kung kayo ay naging mga mananampalataya.",""
469,3,176,"Huwag magpalungkot sa iyo ang mga nagmamabilis sa kawalang-pananampalataya. Tunay na sila ay hindi pipinsala kay Allāh ng anuman. Nagnanais si Allāh na hindi maglagay para sa kanila ng isang bahagi sa Kabilang-buhay. Ukol sa kanila ay isang pagdurusang sukdulan.",""
470,3,177,"Tunay na ang mga bumili ng kawalang-pananampalataya kapalit ng pananampalataya ay hindi pipinsala kay Allāh ng anuman. Ukol sa kanila ay isang pagdurusang masakit.",""
471,3,178,"Huwag ngang mag-akala ang mga tumangging sumampalataya na ang ipinapalugit Namin sa kanila ay mabuti para sa mga sarili nila; nagpapalugit lamang Kami sa kanila upang madagdagan sila ng kasalanan. Ukol sa kanila ay isang pagdurusang manghahamak.",""
472,3,179,"Hindi nangyaring si Allāh ay ukol na mag-iwan sa mga mananampalataya sa anumang kayo ay naroon hanggang sa maibukod Niya ang karima-rimarim sa kaaya-aya. Hindi nangyaring si Allāh ay ukol na magpabatid sa inyo sa nakalingid, subalit si Allāh ay humahalal mula sa mga sugo Niya ng sinumang loloobin Niya kaya sumampalataya kayo kay Allāh at sa mga sugo Niya. Kung sasampalataya kayo at mangingilag kayong magkasala, ukol sa inyo ay isang pabuyang sukdulan.",""
473,3,180,"Huwag ngang mag-akala ang mga nagmamaramot ng ibinigay sa kanila ni Allāh mula sa kabutihang-loob Niya na iyon ay mabuti para sa kanila, bagkus iyon ay masama para sa kanila. Kukulyaran sila ng ipinagmaramot nila sa Araw ng Pagbangon. Ukol kay Allāh ang pagmamana sa mga langit at lupa. Si Allāh, sa anumang ginagawa ninyo, ay Mapagbatid.",""
474,3,181,"Talaga ngang nakarinig si Allāh sa sabi ng mga nagsabi: “Tunay na si Allāh ay maralita samantalang kami ay mga mayaman.” Magsusulat Kami ng sinabi nila at pagpatay nila sa mga propeta nang walang karapatan at magsasabi Kami [sa kanila sa Kabilang-buhay]: “Lumasap kayo ng pagdurusa ng pagsunog.",""
475,3,182,"Iyon ay dahil sa ipinauna ng mga kamay ninyo at na si Allāh ay hindi palalabag sa katarungan sa mga lingkod.”",""
476,3,183,"[Sila] ang mga nagsabi: “Tunay na si Allāh ay naghabilin sa amin na hindi kami maniwala sa isang sugo hanggang sa maghatid ito sa amin ng isang handog na kakainin ng apoy [mula sa langit].” Sabihin mo: “May nagdala na sa inyo na mga sugo bago ko pa ng mga malinaw na patunay at ng sinabi ninyo, kaya bakit kayo pumatay sa kanila kung kayo ay mga tapat?”",""
477,3,184,"Kaya kung nagpasinungaling sila sa iyo ay may pinasinungalingan nga na mga sugo bago mo pa, na naghatid ng mga malinaw na patunay, mga kautusan, at kasulatang nagbibigay-liwanag.",""
478,3,185,"Bawat kaluluwa ay lalasap ng kamatayan. Lulubus-lubusin lamang kayo sa mga pabuya sa inyo sa Araw ng Pagbangon. Kaya ang sinumang hinango palayo sa Apoy at pinapasok sa Paraiso ay nagtamo nga siya. Walang iba ang buhay na pangmundo kundi ang natatamasa ng pagkalinlang.",""
479,3,186,"Talagang susubukin nga kayo sa mga yaman ninyo at mga sarili ninyo at talaga ngang makaririnig kayo mula sa mga binigyan ng kasulatan bago pa ninyo at mula sa mga nagtambal [kay Allāh] ng maraming pananakit. Kung magtitiis kayo at mangingilag kayong magkasala, tunay na iyon ay kabilang sa pinagpapasyahan sa mga usapin.",""
480,3,187,"[Banggitin] noong gumawa si Allāh ng kasunduan sa mga binigyan ng kasulatan, [na nagsasaad]: “Talagang lilinawin nga ninyo ito[18] sa mga tao at hindi kayo magkukubli nito.” Ngunit itinapon nila ito sa hulihan ng mga likuran nila at bumili sila kapalit nito ng isang kaunting panumbas kaya kay saklap ang binibili nila!","[18] Ibig sabihin: ang pagdating ni Propeta Muhammad."
481,3,188,"Huwag ka ngang mag-akalang ang mga natutuwa sa isinagawa nila at umiibig na purihin sila sa hindi naman nila ginawa – huwag ka ngang mag-akalang sila ay nasa isang maliligtasan mula sa pagdurusa. Ukol sa kanila ay isang pagdurusang masakit.",""
482,3,189,"Sa kay Allāh ang paghahari sa mga langit at lupa. Si Allāh sa bawat bagay ay May-kakayahan.",""
483,3,190,"Tunay na sa pagkalikha sa mga langit at lupa at pagsasalit-salitan ng gabi at maghapon ay talagang may mga tanda ukol sa mga may isip,",""
484,3,191,"na mga umaalaala kay Allāh nang nakatayo o nakaupo o nakahiga sa mga tagiliran nila at nag-iisip-isip sa pagkalikha sa mga langit at lupa, [na nagsasabi]: “Panginoon namin, hindi Ka lumikha nito nang walang-saysay. Kaluwalhatian sa Iyo, kaya magsanggalang Ka sa amin sa pagdurusa sa Apoy.",""
485,3,192,"Panginoon namin, tunay na Ikaw, sa sinumang ipapasok Mo sa Apoy, ay nagpahiya nga sa kanya. Walang ukol sa mga tagalabag sa katarungan na mga tagaadya.",""
486,3,193,"Panginoon namin, tunay na kami ay duminig sa isang tagapanawagan[19] na nananawagan para sa pananampalataya, na [nagsasabi]: “Sumampalataya kayo sa Panginoon ninyo,” kaya sumampalataya kami. Panginoon namin, kaya magpatawad Ka sa amin sa mga pagkakasala namin, magtakip-sala Ka sa amin sa mga masagwang gawa namin, at magpapanaw Ka sa amin kasama sa mga mabuting-loob.","[19] Ibig sabihin: si Propeta Muhammad."
487,3,194,"Panginoon namin, magbigay Ka sa amin ng ipinangako Mo sa mga sugo Mo, at huwag Kang magpahiya sa amin sa Araw ng Pagbangon; tunay na Ikaw ay hindi sumisira sa ipinangako.”",""
488,3,195,"Kaya tumugon sa kanila ang Panginoon nila: “Tunay na Ako ay hindi magsasayang ng gawa ng isang gumagawa kabilang sa inyo, na isang lalaki o isang babae. Ang isa’t isa sa inyo ay bahagi ng isa’t isa. Kaya ang mga lumikas, pinalisan mula sa mga tahanan nila, sinaktan sa landas Ko, nakipaglaban, at pinatay ay talagang magtatakip-sala nga Ako sa kanila sa mga masagwang gawa nila at talagang magpapapasok nga Ako sa kanila sa mga hardin na dumadaloy mula sa ilalim ng mga ito ang mga ilog,” bilang gantimpala mula sa ganang kay Allāh. Si Allāh, taglay Niya ang kagandahan ng gantimpala.",""
489,3,196,"Huwag ngang lilinlang sa iyo ang pagpapagala-gala ng mga tumangging sumampalataya sa bayan.",""
490,3,197,"Isang natatamasang kakaunti, pagkatapos ang kanlungan nila ay Impiyerno. Kay saklap ang himlayan!",""
491,3,198,"Subalit ang mga nangilag magkasala sa Panginoon nila, ukol sa kanila ay mga hardin na dumadaloy mula sa ilalim ng mga ito ang mga ilog bilang mga mananatili sa mga ito bilang tuluyan mula sa ganang kay Allāh. Ang anumang nasa ganang kay Allāh ay higit na mabuti para sa mga mabuting-loob.",""
492,3,199,"Tunay na mayroon sa mga May Kasulatan na talagang sumasampalataya kay Allāh at sa pinababa sa inyo at sa pinababa sa kanila, na mga taimtim kay Allāh. Hindi sila bumibili kapalit ng mga talata ni Allāh ng isang kaunting panumbas. Ang mga iyon ay may ukol sa kanila na pabuya sa kanila sa ganang Panginoon nila. Tunay na si Allāh ay mabilis ang pagtutuos.",""
493,3,200,"O mga sumampalataya, magtiis kayo, manaig kayo sa pagtitiis, mamalagi kayo, at mangilag kayong magkasala kay Allāh, nang sa gayon kayo ay magtatagumpay.",""
494,4,1,"O mga tao, mangilag kayong magkasala sa Panginoon ninyo na lumikha sa inyo mula sa nag-iisang kaluluwa, lumikha mula rito ng kabiyak nito, at nagkalat mula sa dalawang ito ng kalalakihang marami at kababaihan. Mangilag kayong magkasala kay Allāh, na naghihilingan kayo sa pamamagitan Niya, at sa mga kaanak. Tunay na si Allāh laging sa inyo ay Mapagmasid.",""
495,4,2,"Ibigay ninyo sa mga ulila ang mga yaman nila. Huwag ninyong ipalit ang karima-rimarim ng kaaya-aya. Huwag ninyong kainin ang mga yaman nila kasama sa mga yaman ninyo. Tunay na ito ay laging isang kasalanang malaki.",""
496,4,3,"Kung nangamba kayo na hindi kayo magpakamakatarungan sa mga babaing ulila ay mag-asawa kayo ng naging kaaya-aya para sa inyo na mga babae: dalawahan o tatluhan o apatan. Ngunit kung nangamba kayo na hindi kayo maging makatarungan ay [mag-asawa ng] isa o anumang minay-ari ng mga kanang kamay ninyo. Iyon ay pinakamalapit na hindi kayo mang-api.",""
497,4,4,"Magbigay kayo sa mga babae ng mga bigay-kaya sa kanila bilang tungkuling regalo. Ngunit kung nagparaya sila para sa inyo ng anuman mula rito nang kusang-loob ay tanggapin ninyo ito nang kaiga-igayang kasiya-siya.",""
498,4,5,"Huwag kayong magbigay sa mga hunghang ng mga yaman ninyo na ginawa ni Allāh para sa inyo bilang pantaguyod. Tumustos kayo sa kanila sa mga ito, magpadamit kayo sa kanila, at magsabi kayo sa kanila ng isang pagsabing nakabubuti.",""
499,4,6,"Subukin ninyo ang mga ulila hanggang sa kapag umabot sila sa pag-aasawa; saka kung nakapansin kayo mula sa kanila ng isang pagkagabay, ibigay ninyo sa kanila ang mga yaman nila. Huwag kayong gumamit ng mga ito sa pagpapakalabis at pagdadali-dali na baka lumaki sila. Ang sinumang naging mayaman ay magpigil [sa pagpapabayad] at ang sinumang naging maralita ay kumuha ayon sa makatwiran. Kaya kapag nag-abot kayo sa kanila ng mga yaman nila ay magpasaksi kayo sa kanila. Sumapat si Allāh bilang Mapagtuos.",""
500,4,7,"Ukol sa mga lalaki ay isang bahagi mula sa naiwan ng mga magulang at mga pinakamalapit na kaanak at ukol sa mga babae ay isang bahagi mula sa naiwan ng mga magulang at mga pinakamalapit na kaanak, na kaunti man mula roon o marami, bilang bahaging isinatungkulin.",""
501,4,8,"Kapag dumalo sa paghahati ang mga mayroong pagkakamag-anak, ang mga ulila, at ang mga dukha ay magkaloob kayo sa kanila mula rito at magsabi kayo sa kanila ng nakabubuti.",""
502,4,9,"Matakot ang mga [tagapagpatupad na] kung sakaling nag-iwan sila sa pagyao nila ng mga supling na mahina ay mangangamba sila para sa mga ito. Kaya mangilag silang magkasala kay Allāh at magsabi sila ng sinasabing tama.",""
503,4,10,"Tunay na ang mga kumakain ng mga yaman ng mga ulila dala ng kawalang-katarungan ay kumakain lamang sa mga tiyan nila ng apoy at masusunog sila sa isang liyab [ng Impiyerno].",""
504,4,11,"Nagsasatagubilin sa inyo si Allāh hinggil sa mga anak ninyo na ukol sa lalaki ay katumbas ng bahagi ng dalawang babae. Ngunit kung sila ay mga babaing higit sa dalawa, ukol sa kanila ay dalawang katlo ng naiwan niya; at kung ito ay nag-iisang babae, ukol dito ay kalahati. Ukol sa dalawang magulang niya, ukol sa bawat isa sa kanilang dalawa ay ang ikaanim mula sa naiwan niya kung nagkaroon siya ng isang anak. Ngunit kung hindi siya nagkaroon ng anak at nagmana sa kanya ang dalawang magulang niya, ukol sa ina niya ang ikatlo. Ngunit kung nagkaroon siya ng mga kapatid, ukol sa ina niya ang ikaanim matapos na ng [pagkaltas ng] isang tagubiling isinasatagubilin niya o ng [pambayad sa] isang utang. Ang mga magulang ninyo at ang mga anak ninyo ay hindi kayo nakababatid kung alin sa kanila ang higit na malapit para sa inyo sa pakinabang. [Ang paghahating ito ay] isang tungkulin mula kay Allāh. Tunay na si Allāh ay laging Maalam, Marunong.",""
505,4,12,"Ukol sa inyo ang kalahati ng naiwan ng mga maybahay ninyo kung hindi sila nagkaroon ng anak ngunit kung nagkaroon sila ng anak ay ukol sa inyo ang ikaapat mula sa naiwan nila matapos na ng [pagkaltas ng] isang tagubiling isinasatagubilin nila o ng [pambayad sa] isang pautang. Ukol sa kanila ang ikaapat mula sa naiwan ninyo kung hindi kayo nagkaroon ng anak ngunit kung nagkaroon kayo ng anak ay ukol sa kanila ang ikawalo mula sa naiwan ninyo matapos na ng [pagkaltas ng] ng isang tagubiling isinasatagubilin ninyo o ng [pambayad sa] isang utang. Kung ang isang lalaki o ang isang babaing nagpapamana ay walang anak ni magulang at mayroon siyang isang lalaking kapatid o isang babaing kapatid [sa ina], ukol sa bawat isa sa dalawa ang ikaanim; ngunit kung sila ay higit kaysa roon, sila ay magkakahati sa ikatlo matapos na ng [pagkaltas ng] isang tagubiling isinasatagubilin o ng [pambayad sa] isang utang, nang hindi pumipinsala,[1] bilang tagubilin mula kay Allāh. Si Allāh ay Maalam, Matimpiin.","[1] sa mga tagapagmana gaya ng pagtatagubilin sa iba ng higit sa isang katlo (1/3) ng maiiwan."
506,4,13,"Iyon ay ang mga hangganan ni Allāh. Ang sinumang tumatalima kay Allāh at sa Sugo Niya ay magpapapasok Siya sa mga hardin na dumadaloy mula sa ilalim ng mga ito ang mga ilog bilang mga mananatili sa mga ito. Iyon ay ang pagkatamong sukdulan.",""
507,4,14,"Ang sinumang sumusuway kay Allāh at sa Sugo Niya at lumalampas sa mga hangganan Niya ay magpapapasok Siya sa Apoy bilang mananatili roon at ukol sa kanya ay isang pagdurusang manghahamak.",""
508,4,15,"Ang mga gumagawa ng mahalay [na pangangalunya] kabilang sa kababaihan ninyo ay magpasaksi kayo laban sa kanila sa apat [na saksi] kabilang sa inyo. Kaya kung sumaksi ang mga iyon ay panatilihin ninyo sila sa mga bahay hanggang sa magpapanaw sa kanila ang kamatayan o gumawa si Allāh para sa kanila ng isang [ibang] landas.",""
509,4,16,"Ang dalawang gumagawa nito kabilang sa inyo ay saktan ninyo silang dalawa. Kung nagbalik-loob silang dalawa at nagsaayos silang dalawa ay iwan ninyo silang dalawa. Tunay na si Allāh ay laging Palatanggap ng pagbabalik-loob, Maawain.",""
510,4,17,"Ang pagbabalik-loob ay nasa [pagtanggap mula] kay Allāh lamang ukol sa mga nakagagawa ng kasagwaan dahil sa kamangmangan, pagkatapos nagbabalik-loob sila kaagad, kaya naman ang mga iyon ay tinatanggapan ni Allāh ng pagbabalik-loob. Laging si Allāh ay Maalam, Marunong.",""
511,4,18,"Ang pagbabalik-loob ay hindi ukol [tanggapin] sa mga gumagawa ng mga masagwang gawa; hanggang sa nang dumalo sa isa sa kanila ang kamatayan ay nagsabi siya: “Tunay na ako ay nagbalik-loob ngayon,” at hindi [ukol tanggapin] sa mga namamatay samantalang sila ay mga tagatangging sumampalataya. Ang mga iyon ay naghanda Kami para sa kanila ng isang pagdurusang masakit.",""
512,4,19,"O mga sumampalataya, hindi ipinahihintulot para sa inyo na magmana kayo ng mga babae nang sapilitan ni humadlang kayo sa kanila [sa pag-aasawa] upang makakuha kayo ng ilan sa ibinigay ninyo sa kanila, maliban na gumawa sila ng isang mahalay na nagliliwanag. Makitungo kayo sa kanila ayon sa nakabubuti sapagkat kung nasuklam kayo sa kanila ay marahil nasusuklam kayo sa isang bagay at gumagawa naman si Allāh dito ng maraming kabutihan.",""
513,4,20,"Kung nagnais kayo ng pagpapalit ng isang maybahay kapalit ng [ibang] maybahay at nagbigay kayo sa isa sa kanila ng isang bunton [ng regalo] ay huwag kayong kumuha mula rito ng anuman. Kukuha ba kayo nito bilang paninirang-puri at kasalanang malinaw?",""
514,4,21,"Papaano kayong kukuha nito samantalang nagtalik na ang isa’t isa sa inyo at tumanggap sila mula sa inyo ng isang kasunduang mahigpit?",""
515,4,22,"Huwag kayong mag-asawa ng mga babaing napangasawa ng mga ama ninyo, maliban sa nagdaan na.[2] Tunay na iyon ay laging mahalay, kapuot-puot, at sumagwa bilang landas.","[2] Ibig sabihin: bago umanib sa Islam"
516,4,23,"Ipinagbawal sa inyo [na mapangasawa] ang mga ina ninyo, ang mga babaing anak ninyo, ang mga babaing kapatid ninyo, ang mga tiyahin ninyo sa ama, ang mga tiyahin ninyo sa ina, ang mga babaing anak ng lalaking kapatid, ang mga babaing anak ng babaing kapatid, ang mga ina ninyo na nagpasuso sa inyo, ang mga babaing kapatid ninyo sa pagpapasuso, ang mga ina ng mga maybahay ninyo, ang mga babaing anak na panguman ninyong nasa ilalim ng pangangalaga ninyo mula sa mga maybahay ninyong nakipagtalik kayo sa kanila, subalit kung hindi kayo nakipagtalik sa kanila ay walang maisisisi sa iyo [sa pagpapakasal sa mga ito], ang mga maybahay ng mga lalaking anak ninyo mula sa mga gulugod ninyo, at na pagsabayin ninyo [bilang mga maybahay] ang dalawang babaing magkapatid, maliban sa nagdaan na. Tunay na si Allāh ay laging Mapagpatawad, Maawain.",""
517,4,24,"[Ipinagbawal din] ang mga nakapag-asawa kabilang sa mga babae maliban sa minay-ari ng mga kanang kamay ninyo, bilang pagtatakda ni Allāh para sa inyo. Ipinahintulot sa inyo ang anumang iba pa roon, [sa kundisyon] na maghangad kayo kapalit ng [bigay-kaya mula sa] mga yaman ninyo bilang mga nanananggalang sa pangangalunya hindi mga nangangalunya. Ang nagtamasa kayo mula sa kanila ay magbigay kayo sa kanila ng mga pabuya sa kanila bilang tungkuling regalo. Walang maisisisi sa inyo kaugnay sa nagkaluguran kayo matapos na ng [pagtatakda ng regalong] tungkulin. Tunay na si Allāh ay laging Maalam, Marunong.",""
518,4,25,"Ang sinumang hindi nakaya kabilang sa inyo ng kaparaanan na mag-asawa ng mga nakapag-asawang babae na mga mananampalataya ay [mag-asawa] mula sa minay-ari ng mga kanang kamay ninyo kabilang sa mga babaing alipin ninyong mga mananampalataya. Si Allāh ay higit na maalam sa pananampalataya ninyo. Kayo ay mula sa isa’t isa. Kaya mag-asawa kayo sa kanila – ayon sa pahintulot ng mga amo nila at magbigay kayo sa kanila ng mga pabuya sa kanila ayon sa nakabubuti – na mga nakapag-asawang babae na hindi mga nangangalunyang babae ni mga gumagawa ng mga kalaguyo. Ngunit kapag pinasanggalang sila [sa pag-aasawa] at kung gumawa sila ng isang mahalay ay kailangan sa kanila ang kalahati ng kailangan sa mga babaing malaya mula sa pagdurusa. Iyon[3] ay ukol sa sinumang natakot sa kalunya kabilang sa inyo. Ang magtiis[4] kayo ay higit na mabuti para sa inyo. Si Allāh ay Mapagpatawad, Maawain.","[3] Ibig sabihin: ang pagpapahintulot ng pag-aasawa ng babaing aliping minamay-ari.
[4] sa hindi pag-aasawa ng babaing alipin"
519,4,26,"Nagnanais si Allāh na maglinaw para sa inyo, magpatnubay sa inyo ng mga kalakaran ng mga bago pa ninyo, at tumanggap ng pagbabalik-loob sa inyo. Si Allāh ay Maalam, Marunong.",""
520,4,27,"Si Allāh ay nagnanais na tumanggap ng pagbabalik-loob sa inyo at nagnanais ang mga sumusunod sa mga pagnanasa na lumihis kayo nang isang pagkalihis na sukdulan.",""
521,4,28,"Nagnanais si Allāh na magpagaan sa inyo. Nilikha ang tao na mahina [sa kalikasan nito at kaasalan nito].",""
522,4,29,"O mga sumampalataya, huwag kayong gumamit sa mga yaman ninyo sa pagitan ninyo sa kawalang-kabuluhan, maliban na ito ay maging isang kalakalan ayon sa pagkakaluguran mula sa inyo. Huwag kayong pumatay sa mga sarili ninyo;[5] tunay na si Allāh laging sa inyo ay Maawain.","[5] O Huwag kayong pumatay sa isa’t isa sa mga sarili ninyo."
523,4,30,"Ang sinumang gumagawa niyon dala ng pangangaway at kawalang-katarungan ay magsusunog Kami sa kanya sa Apoy. Laging iyon kay Allāh ay madali.",""
524,4,31,"Kung iiwas kayo sa mga malaking kasalanan na isinaway sa inyo ay magtatakip-sala Kami sa inyo sa mga masagwang gawa ninyo at magpapapasok Kami sa inyo sa isang pasukang marangal [sa Paraiso].",""
525,4,32,"Huwag kayong magmithi ng ipinantangi ni Allāh sa ilan sa inyo higit sa iba. Ukol sa mga lalaki ay bahagi mula sa nakamit nila at ukol sa mga babae ay bahagi mula sa nakamit nila. Humingi kayo kay Allāh mula sa kabutihang-loob Niya. Tunay na si Allāh laging sa bawat bagay ay Maalam.",""
526,4,33,"Para sa lahat ay gumawa Kami ng mga tagapagmana mula sa naiwan ng mga magulang at mga malapit na kaanak. Ang mga pumatungkol ang mga panunumpa ninyo ay magbigay kayo sa kanila ng bahagi nila [sa pamana]. Tunay na si Allāh, sa bawat bagay, ay Saksi.",""
527,4,34,"Ang mga lalaki ay mga tagapagpanatili[6] ng mga babae dahil nagtangi si Allāh sa iba sa kanila higit sa iba at dahil gumugol sila mula sa mga yaman nila. Kaya ang mga maayos na babae ay mga masunurin, mga tagapag-ingat sa pagkaliban [ng mga asawa] sa iningatan ni Allāh. Ang mga [maybahay na] nangangamba kayo sa kapalaluan nila ay pangaralan ninyo sila [sa simula], iwan ninyo sila sa mga higaan [kung sumuway], at paluin ninyo sila [nang hindi masakit kung tumanggi pa]; ngunit kung tumalima sila sa inyo ay huwag kayong maghanap laban sa kanila ng isang paraan. Tunay na si Allāh ay laging Mataas, Malaki.","[6] Ibig sabihin: mga tagapag-alaga at mga tagapag-aruga."
528,4,35,"Kung nangamba kayo sa isang hidwaan sa pagitan nilang dalawa ay magpadala kayo ng isang tagahatol mula sa mag-anak ng lalaki at isang tagahatol mula sa mag-anak ng babae. Kung magnanais silang dalawa ng isang pagsasaayos ay magpapatugma si Allāh sa pagitan nilang dalawa. Tunay na si Allāh ay laging Maalam, Mapagbatid.",""
529,4,36,"Sumamba kayo kay Allāh at huwag kayong magtambal sa Kanya ng anuman. Sa mga magulang ay [mag-ukol ng] paggawa ng maganda, at sa may pagkakamag-anak, mga ulila, mga dukha, kapit-bahay na may pagkakamag-anak, kapit-bahay na malayo, kasamahan sa tabi, kinapos sa daan, at minay-ari ng mga kanang kamay ninyo. Tunay na si Allāh ay hindi umiibig sa sinumang naging isang hambog na mayabang.",""
530,4,37,"[Sila] ang mga nagmamaramot, nag-uutos sa mga tao ng pagmamaramot, at nagtatago ng ibinigay sa kanila ni Allāh mula sa kabutihang-loob Niya. Naghanda para sa mga tagatangging sumampalataya ng isang pagdurusang manghahamak.",""
531,4,38,"[Sila] ang mga gumugugol ng mga yaman nila bilang pagpapakita sa mga tao at hindi sumasampalataya kay Allāh at sa Huling Araw. Ang sinumang ang demonyo para sa kanya ay naging isang kapisan, sumagwa ito bilang kapisan.",""
532,4,39,"Ano [ang pinsala] sa kanila kung sakaling sumampalataya sila kay Allāh at sa Huling Araw at gumugol sila mula sa itinustos sa kanila ni Allāh? Laging si Allāh sa kanila ay Maalam.",""
533,4,40,"Tunay na si Allāh ay hindi lumalabag sa katarungan na kasimbigat ng isang katiting. Kung may isang magandang gawa ay pag-iibayuhin Niya ito [sa gantimpala] at magbibigay Siya mula sa taglay Niya ng isang pabuyang mabigat.",""
534,4,41,"Kaya papaano kapag naghatid Kami mula sa bawat kalipunan ng isang saksi at naghatid Kami sa iyo [O Propeta Muḥammad] sa mga ito bilang saksi?",""
