"Translation Info:
#---------------------------
675,5,6,"6. እናንተ ያመናችሁ ሆይ! ወደ ሶላት ለመግባት ባሰባችሁ ጊዜ ፊቶቻችሁንና እጆቻችሁን እስከ ክርኖቻችሁ ድረስ እጠቡ:: ራሶቻችሁንም በውሃ አብሱ:: እግሮቻችሁን እስከ ቁርጭምጭሚቶች እጠቡ:: ጀናባ ከሆናችሁ ሙሉ ገላችሁን ታጠቡ:: በሽተኞች ወይም በጉዞ ላይ ብትሆኑ ወይም ከናንተ አንዳችሁ ከዓይነ ምድር ቢወጣ ወይም ሴቶችን ብትነኩና (የግብረ ስጋ ግንኙነት ብትፈጽሙና) ውሃን ባታገኙ በንጹህ የምድር አፈር ተይሙም አድርጉ:: ከዚያም ከእርሱ ፊታችሁንና እጆቻችሁን አብሱ:: አላህ በእናንተ ላይ ምንንም ችግር ሊያደርግ አይሻምና:: ይልቁንም አላህን ታመሰግኑት ዘንድ ሊያጠራችሁና ጸጋውን በእናንተ ላይ ሊሞላ ይፈልጋል::",""
676,5,7,"7. በእናንተ ላይ የለገሰውን የአላህን ጸጋና ያንንም «ሰምተናል ታዘናልም» ባላችሁ ጊዜ ያጠበቀባችሁን ቃል ኪዳኑን አስታውሱ:: አላህንም ፍሩ:: አላህ በልቦች ውስጥ ያለውን ሁሉ አዋቂ ነውና።",""
677,5,8,"8. እናንተ ያመናችሁ ሆይ! ለአላህ የቆማችሁ ቀጥተኞች በትክክል መስካሪዎች ሁኑ:: ሕዝቦችንም መጥላታችሁ ላለማስተካከል አይገፋፋችሁ ፍትሀዊ ሁኑ:: ማስተካከል ለአላህ ፍራቻ በጣም የቀረበ ነው:: አላህን ፍሩ:: አላህ የምትሰሩትን ሁሉ ውስጠ አዋቂ ነውና::",""
678,5,9,"9. እነዚያ በአላህ ያመኑና በጎ ስራዎችን የሰሩ ሁሉ (አላህ ገነትን ቃል ገባላቸው::) ለእነርሱ ምህረትና ታላቅ ምንዳ አለላቸው::",""
679,5,10,"10. እነዚያ በአላህ የካዱና በአናቅጻችን ያስተባበሉ ሁሉ የእሳት ጓዶች ናቸው::",""
680,5,11,"11. እናንተ ያመናችሁ ሆይ! ሕዝቦች እጆቻቸውን ለጥቃት ወደ እናንተ ሊዘረጉ ባሰቡና እጆቻቸውን ከናንተ ላይ በከለከለላችሁ ጊዜ ለእናንተ የዋለላችሁን ጸጋ አስታውሱ:: አላህንም ፍሩ። አማኞች በአላህ ላይ ብቻ ይመኩ::",""
681,5,12,"12. አላህ የኢስራኢል ልጆችን የጠበቀ ቃል ኪዳን በእርግጥ ያዘባቸው:: ከእነርሱም መካከል አስራ ሁለት አለቆችን አስነሳን:: አላህም አላቸው፡- «ከእናንተ ጋር ነኝ። ሶላትን ደንቡን ጠብቃችሁ ብትሰግዱ፤ ግዴታ ምጽዋትንም በትክክል ብትሰጡ፤ በመልዕክተኞቼም በሙሉ ብታምኑና በሚያደርጉት ትግል ብትረዷቸው፤ ለአላህ መልካም ብድርን ብታበድሩ ኃጢአቶቻችሁንም አብስላችኋለሁ:: ከስሮቻቸው ወንዞች የሚፈሱባቸው ገነቶችም በእርግጥ አስገባችኋለሁ:: ከዚህ በኋላ ከናንተ መካከል በአላህ የካደ ግን ከቀጥተኛው መንገድ ተሳሳተ::»",""
682,5,13,"13. ቃል ኪዳናቸውን በማፍረሳቸው ረገምናቸው:: ልቦቻቸውንም ደረቆች አደረግን:: ቃላትን ከቦታዎቻቸው ይለውጣሉ:: ከታዘዙትም ነገር ከፊሉን ተው:: (መልዕክተኛችን ሙሐመድ ሆይ!) ከእነርሱም ጥቂቶቹ ሲቀሩ ክዳትን ከማየት አትወገድም:: ለእነርሱ ይቅርታ አድርግ:: እለፋቸዉም:: አላህ መልካም ሰሪዎችን ሁሉ ይወዳልና::",""
683,5,14,"14. ከእነዚያም «እኛ ክርስቲያኖች ነን» ካሉት ክፍሎች መካከል የጠበቀ ቃል ኪዳናቸውን ያዝን:: ሆኖም ከታዘዙበት ነገር ከፊሉን ተው:: ስለዚህም እስከ ትንሳኤ ቀን ድረስ በመካከላቸው ጠብንና ጥላቻን ጣልንባቸው:: አላህም ይሰሩት የነበሩትን ሁሉ ይነግራቸዋል::",""
684,5,15,"15. እናንተ የመጽሐፍ ባለቤቶች ሆይ! ከመጽሐፉ መካከል ትሸሽጉት ከነበራችሁት ነገር ብዙውን ለእናንተ የሚገልጽ ብዙውንም የሚተው ሲሆን መልዕክተኛችን ሙሐመድ መጣላችሁ:: ከአላህ ዘንድም ብርሃንና ገላጭ የሆነ መጽሐፍ መጣላችሁ::",""
685,5,16,"16. አላህ ውዴታውን የተከተሉትን ሁሉ የሰላምን መንገዶች በእርሱ ይመራበታል:: በፈቃዱም ከጨለማዎች ወደ ብርሃን ያወጣቸዋል:: ወደ ቀጥተኛዉም መንገድ ይመራቸዋል::",""
686,5,17,"17. (መልዕክተኛችን ሙሐመድ ሆይ!) እነዚያ «አላህ ማለት የመርየም ልጅ አልመሲህ ነው።» ያሉ ሰዎች ሁሉ በእርግጥ በአላህ ካዱ:: (መልዕክተኛችን ሙሐመድ ሆይ!) «አላህ የመርየምን ልጅ አልመሲህንና እናቱን እንደዚሁም በምድር ያለን ፍጡር ሁሉ ለማጥፋት ቢሻ ከአላህ ማዳን የሚችል ማን ነው? የሰማያትና የምድር የመካከላቸዉም ንግስና የአላህ ብቻ ነው:: የሚፈልገውን ይፈጥራል:: አላህ በሁሉም ነገር ላይ ቻይ ነውና።» በላቸው።",""
687,5,18,"18. አይሁድና ክርስቲያኖች «እኛ የአላህ ልጆችና ወዳጆቹ ነን።» አሉ። «ታዲያ በኃጢአቶቻችሁ ለምን ይቀጣችኋል? አይደላችሁም:: እናንተ ከፈጠራቸው መካከል የሆናችሁ ሰዎች ናችሁ:: አላህ ለሚሻው ይምራል:: የሚሻውን ይቀጣል:: የሰማያትና የምድር በመካከላቸዉም ያለው ሁሉ ንግስናው የአላህ ብቻ ነው:: መመለሻም ወደ እርሱ ብቻ ነው።» በላቸው።",""
688,5,19,"19. እናንተ የመጽሐፉ ሰዎች ሆይ! «አብሳሪና አስፈራሪ አልመጣልንም።» እንዳትሉ መልዕክተኞቻችን በተቋረጡበት ጊዜ መመሪያዎችን የሚያብራራ ሆኖ መልዕክተኛችን ሙሐመድ በእርግጥ መጣላችሁ:: አብሳሪና አስፈራሪም በእርግጥ መጣላችሁ፡፡ አላህ በሁሉ ነገር ላይ ቻይ ነውና።",""
689,5,20,"20. ሙሳም ለሕዝቦቹ ባለ ጊዜ አስታውስ፡- «ሕዝቦቼ ሆይ! አላህን በእናንተ ላይ የዋለውን ጸጋ አስታውሱ፣ በውስጣችሁ ነብያትን ባደረገ፤ ነገስታትም ባደረጋችሁና ከአለማት ህዝብ ለአንድም ያልሰጠውን ችሮታ በሰጣችሁ ጊዜ ።",""
690,5,21,"21. ‹‹ሕዝቦቼ ሆይ! ያችን አላህ ለእናንተ ያደረጋትን የተቀደሰችውን መሬት ግቡ:: ወደ ኋላችሁም አትመለሱ:: ከሳሪዎች ሆናችሁ ትመለሳላችሁና›› (ባሉ ጊዜ የሆነዉን አስታውስ)::",""
691,5,22,"22. «ሙሳ ሆይ! በእርሷ ውስጥ ሀያላን ህዝቦች ስላሉ ከእርሷ እስከሚወጡ ድረስ ፈጽሞ አንገባትም:: ከወጡ ግን ገቢዎች ነን።» አሉ።",""
692,5,23,"23. ከእነዚያ አላህን ከሚፈሩትና አላህ ጸጋውን ከለገሰላቸው ሰዎች መካከል ሁለት ሰዎች «በእነርሱ በሀያሎቹ ላይ በሩን ግቡ:: በገባችሁ ጊዜ እናንተ አሸናፊዎች ናችሁ:: ትክክለኛ አማኞችም እንደሆናችሁ በአላህ ላይ ብቻ ተመኩ።» አሏቸው።",""
693,5,24,"24. «ሙሳ ሆይ! እነርሱ በውስጧ እስካሉ ድረስ ፈጽሞ ምንጊዜም አንገባም:: ስለዚህ አንተና ጌታህ ሂዱና ተዋጉ:: እኛ እዚህ ተቀማጮች ነን።» አሉ።",""
694,5,25,"25. ሙሳም «ጌታዬ ሆይ! እኔ ራሴንና ወንድሜን እንጂ ማንንም ላስገድድ አልችልም። ስለዚህ በእኛና በአመጸኞቹ ሕዝቦች መካከል ተገቢ ፍርድህን ስጥ።» አለ።",""
695,5,26,"26. አላህም: «ያቺ የተቀደሰችው መሬት በእነርሱ ላይ ለአርባ አመት ያህል እርም ናት። በምድረ በዳ ይንከራተታሉ። (ሙሳ ሆይ!) በአመጸኞችም ሕዝቦች ላይ አትዘን።» አለው።",""
696,5,27,"27. (መልዕክተኛችን ሙሐመድ ሆይ!) በእነርሱ ላይ የአደምን ሁለት ልጆች ወሬ (ማለትም) ሁለቱም ቁርባን ባቀረቡና አላህ ከአንደኛቸው ቁርባኑን ተቀብሎ ከሌላው ባልተቀበለበት ጊዜ የሆነውን ታሪክ አንብብላቸው:: ተቀባይነት ያጣው ወንድሙን «እገድልሃለሁ።» አለው። (የተዛተበትም) አለ: «አላህ የሚቀበለው እኮ ከጥንቁቆቹ ብቻ ነው።",""
697,5,28,"28. «ልትገድለኝ እጅህን ወደ እኔ ብትዘረጋ እንኳን እኔ ልገድልህ እጄን ወደ አንተ የምዘረጋ አይደለሁም:: እኔ የአለማቱን ጌታ አላህን እፈራለሁና።",""
698,5,29,"29. «እኔ በኃጢአቴና በኃጢአትህ ወደ ጌታህ ልትመለስና ከእሳት ጓዶች አንዱ ልትሆን እሻለሁ:: ይህም የበደለኞች ቅጣት ነው።» አለ።",""
699,5,30,"30. ነፍሱም ወንድሙን መግደሉ አስቻላትና(አስዋበችለት) ገደለው። ከከሳሪዎችም ሆነ።",""
700,5,31,"31. ዘንድ አላህ መሬትን የሚጭር ቁራ ላከለት የወንድሙን ሬሳ እንዴት እንደሚቀብር ሊያሳየው። «ወይኔ የወንድሜን ሬሳ እቀብር ዘንድ እንደዚህ ቁራ መሆን እንኳን አቃተኝን?» አለ። ከዚያም ከጸጸተኞች ሆነ።",""
701,5,32,"32. በዚህ ምክንያት በኢስራኢል ልጆች ላይ «አንዲትን ንጹህ ነፍስን (ያልገደለችን) ወይም በምድር ላይ ምንንም ያላጠፋችን ነፍስ የገደለ ሁሉ ሰዎችን ሁሉ እንደገደለ ነው:: አንዲትን ነፍስ ህያው ያደረጋትም ሰዎችን ሁሉ ህያው እንዳደረገ ነው።» ማለትን ደነገግን። መልዕክተኞቻችንም ግልጽን ተዐምራት አምጥተውላቸዋል። ከዚህም በኋላ ከእነርሱ ብዙዎቹ በምድር ላይ ወሰንን አላፊዎች ናቸው።",""
702,5,33,"33. የእነዚያ አላህንና መልዕክተኛውን የሚዋጉ፤ በምድርም ላይ ለጥፋት የሚንቀሳቀሱ ሁሉ ቅጣት መገደል ወይም መሰቀል ወይም እጆቻቸውንና እግሮቻቸውን በማፈራረቅ መቆረጥ ወይም ከሀገር መባረር ነው:: ይህ ቅጣት ለእነርሱ በቅርቢቱ ዓለም ውርደት ነው:: በመጨረሻይቱም ዓለም ከባድ ቅጣት አለባቸው::",""
703,5,34,"34. (ሙስሊሞች ሆይ!) (ይህ ተግባር የሚፈጸመው) እነዚያ በእነርሱ ላይ ከመቻላችሁ በፊት የተጸጸቱት ሲቀሩ (ነው)፤ አላህም መሀሪና አዛኝ መሆኑን እወቁ።",""
704,5,35,"35. እናንተ ያመናችሁ ሆይ! አላህን ፍሩ:: ወደ እርሱም የሚያቀርባችሁን ነገር ሁሉ ፈልጉ:: ትድኑ ዘንድም በእርሱ መንገድ ላይ ብቻ ታገሉ::",""
705,5,36,"36. እነዚያ የካዱት በምድር ላይ ያለ ነገርን ሁሉ እና ከርሱ ጋርም መሰሉ ተጨምሮላቸው ከትንሳኤ ቀን ቅጣት ነፃ ለመሆን እርሱን ቤዛ ቢሰጡ እንኳን ተቀባይነት አያገኙም። ለእነርሱም አሳማሚ ቅጣት አለባቸው።",""
706,5,37,"37. ከእሳት ሊወጡ ይፈልጋሉ:: እነርሱ ግን ሁልጊዜም ከእርሷ ወጪዎች አይደሉም:: ለእነርሱ ዘውታሪ ቅጣት አለባቸው::",""
707,5,38,"38. የወንድ ሌባንና የሴት ሌባን ለሰሩት ወንጀል ከአላህ የሆነ መቀጫ ሲሆን እጆቻቸውን ቁረጡ:: አላህ ሁሉን አሸናፊና ጥበበኛ ነውና::",""
708,5,39,"39. ከበደለ በኋላ የተጸጸተና ስራውን ያሳመረ ሁሉ አላህ ጸጸቱን ይቀበለዋል:: አላህ መሀሪና አዛኝ ነውና::",""
709,5,40,"40. (መልዕክተኛችን ሙሐመድ ሆይ!) አላህ የሰማያትና የምድር ንግስና የእሱ ብቻ መሆኑን አላወክምን? የሚሻውን ሰው ይቀጣል:: ለሚሻውም ሰው ይምራል፡፡ አላህም በነገሩ ሁሉ ላይ ቻይ ነው፡፡",""
710,5,41,"41. መልዕክተኛችን ሙሐመድ ሆይ! እነዚያ ወደ ክህደት የሚቻኮሉ ሆነው ልቦቻቸው ሳያምኑ በአፎቻቸው ብቻ «አመንን» ካሉት አስመሳዮችና ከእነዚያም አይሁዶቹ አያሳዝኑህ:: እነርሱ ውሸትን ብቻ አድማጮች ናቸውና:: ገና ወደ አንተ ላልመጡ ለሌሎች ሕዝቦች አድማጮች ናቸው:: ንግግሮችንም ከስፍሮቻቸው ወደ ሌላ በመቀየር መልዕክት ያጣምማሉ። «ይህንን የተጣመመውን ከተሰጣችሁ ያዙት:: ካልተሰጣችሁም ተጠንቀቁ።» ይላሉ:: አላህ መፈተንን የሚሻበትን ሰው ሁሉ ለእርሱ ከአላህ ለመከላከል ፍጹም አትችልም:: እነዚያ ማለት አላህ ልቦቻቸውን ማጥራትን ያልሻላቸው ሰዎች ናቸው:: ለእነርሱም በቅርቢቱ ዓለም ውርደት አለባቸው:: ለእነርሱ በመጨረሻይቱ ዓለምም ሌላ ከባድ ቅጣት አለባቸው::",""
711,5,42,"42. እነርሱ ውሸትን አድማጮች፤ እርም የሆኑ ነገሮችን በላተኞች ናቸው:: እናም ለዳኝነት ወደ አንተ ዘንድ ከመጡ በመካከላቸው በትክክል ፍረድ። ወይም ተዋቸው:: ብትተዋቸው በምንም አይጎዱሁም:: ከፈረድክ ግን በመካከላቸው በትክክል ፍረድ:: አላህ በትክክል ፈራጆችን ይወዳልና::",""
712,5,43,"43. እነርሱ ዘንድ በውስጧ የአላህ ፍርድ ያለባት ተውራት እያለ እንዴት ያስፈርዱሃል? ከዚያ በኋላ ይሸሻሉ። እነዚያ በፍጹም ትክክለኛ አማኞች አይደሉም::",""
713,5,44,"44. ተውራትን በውስጡ ለሰዎች መመሪያና ብርሃን ያለባት ሲሆን አወረድነው:: እነዚያ ትዕዛዙን የተቀበሉት ነብያት በአይሁዳውያን ላይ በእርሱ ይፈርዳሉ:: ሊቃውንቱና አዋቂዎቹም ከአላህ መጽሐፍን እንዲጠብቁ በተደረጉትና በእርሱ ላይ መስካሪዎቹ በመሆናቸው እንዲሁ በሱ ይፈርዳሉ:: እናም ሰዎችን አትፍሩ:: እኔን ብቻ ፍሩኝ:: በአንቀፆቼም አነስተኛን ዋጋ አትለውጡ አትግዙ:: እነዚያ አላህ ባወረደው መመሪያ ያልፈረዱ ሁሉ ከሓዲያን ማለት እነርሱው ናቸው::",""
714,5,45,"45. በእነርሱም ላይ በውስጡ ነፍስን በነፍስ፤ አይንን በአይን፤ አፍንጫን በአፍንጫ፤ ጆሮን በጆሮ፤ ጥርስን በጥርስ፤ ይያዛል:: ቁስሎችንም ማመሳሰል አለባቸው ብለን ደነገግን:: ይህንን መብቱን ይቅር ያለ ሁሉ እርሱ ለኃጢአቱ ማሰረዣው ነው:: አላህ ባወረደው መመሪያ የማይፈርዱ ሁሉ እነዚያ በደለኞቹ ማለት እነርሱ ናቸው::",""
715,5,46,"46. በነብያቶች ፈለግ ላይ የመርየምን ልጅ ዒሳን በስተፊቱ ያለውን ተውራትን አረጋጋጭ ሲሆን አስከተልን:: ኢንጅልም በውስጡ ቀጥተኛ መመሪያና ብርሃን ያለበት በስተፊቱ ያለውን ተውራትን የሚያረጋግጥ ለጥንቁቆቹም መሪና ገሳጭ ሲሆን ሰጠነው::",""
716,5,47,"47. የኢንጂል ባለቤቶች በውስጡ አላህ ባወረደው ህግ ይፍረዱ:: አላህ ባወረደው የማይፈርዱ አመጸኞች ማለት እነርሱው ናቸው::",""
717,5,48,"48. (መልዕክተኛችን ሙሐመድ ሆይ! )ከበፊቱ የነበረውን መጽሐፍ አረጋጋጭና በእርሱ ላይ ተጠባባቂ አድርገን ባንተ ላይ ቁርኣንን አወረድን:: እናም በመካከላቸው አላህ ባወረደው ህግ ፍረድ:: እውነቱ ከመጣልህ በኋላ ዝንባሌዎቻቸውን አትከተል:: ለሁላችሁም ህግንና መንገድን አደረግን:: አላህ በፈለገ ኖሮ አንድ ሕዝብ ባደረጋችሁ ነበር:: ግን በሰጣችሁ ሕግጋት ሊሞክራችሁ ነው ለእያንዳንዳችሁ መንገዶችን ያደረገው:: እናም በጎ ስራዎችን ለመስራት ተሽቀዳደሙ:: የሁላችሁም መመለሻ ወደ አላህ ብቻ ነው:: ከዚያ በእርሱ ትለያዩበት የነበራችሁትን ነገር እውነታ ይነግራችኋል::",""
718,5,49,"49. (መልዕክተኛችን ሙሐመድ ሆይ!) በመካከላቸው አላህ ባወረደው ህግ ፍረድ እንጂ ፈላጎቶቻቸውን አትከተል:: አላህ ወደ አንተ ካወረደው ከከፊሉ እንዳያሳስቱህ ተጠንቀቃቸው ማለትን አወረድን:: ከውሳኔው እምቢ ብለው ቢዞሩም አላህ የሚሻው በከፊሉ ኃጢአታቸው ሊቀጣቸው መሆኑን እወቅ:: ከሰዎቹ ብዙዎቹም አመጸኞች ናቸው::",""
719,5,50,"50. ለመሆኑ የመሀይምነትን ፍርድ ይፈልጋሉን? ለሚያረጋግጡ ህዝቦች ሁሉ ከአላህ ይበልጥ ፍርዱ ያማረ ማን ነው?",""
720,5,51,"51. እናንተ ያመናችሁ ሆይ! አይሁድንና ክርስቲያኖችን ረዳቶች አታድርጓቸው:: ከፊላቸው ለከፊሉ ረዳቶች ናቸውና:: ከናንተ ውስጥ እነርሱን ረዳቶቹ (ወዳጆቹ) የሚያደርጋቸው ከእነርሱው ነው:: አላህ አመጸኞችን ህዝቦች አያቀናም።",""
721,5,52,"52. (መልዕክተኛችን ሙሐመድ ሆይ!) እነዚያን በልቦቻቸው ውስጥ የንፍቅና በሽታ ያለባቸውን ሰዎች «የጊዜ መለዋወጥ እንዳያገኘን እንፈራለን።» የሚሉ ሆነው አይሁድን ለመርዳት ሲቻኮሉ ታያቸዋለህ:: አላህ ድል መቀዳጀትን ወይም ከእርሱ ዘንድ የሆነን ነገር ሊያመጣና ከዚያ በነፍሶቻቸው ውስጥ በደበቁት ነገር ተጸፃቾች እንደሚሆኑ ይከጀላል።",""
722,5,53,"53. እነዚያ ያመኑት ሰዎች «እነዚያ ‹ከናንተ ጋር ነን› ብለው የጠነከረ መሀላቸውን በአላህ የማሉት እነዚህ ናቸውን?» ይላሉ:: ስራዎቻቸዉም ተበላሹ:: ከሳሪዎችም ሆኑ::",""
723,5,54,"54. እናንተ ያመናችሁ ሆይ! ከእናንተ ውስጥ ከሃይማኖቱ ወደ ክህደት የሚመለስ ሁሉ አላህ በእርሱ ስፍራ የሚወዳቸውና የሚወዱትን በምዕምናን ላይ ትሁቶች፤ በከሓዲያን ላይ ሀያላን፤ የሆኑትንና በአላህ መንገድ የሚታገሉን የወቃሽንም ወቀሳ የማይፈሩ ህዝቦችን ያመጣል:: ይህ የአላህ ችሮታ ነው:: ለሚሻው ሰው ይሰጠዋል:: አላህ ችሮታው ሰፊ ሁሉንም አዋቂ ነውና።",""
724,5,55,"55. (አማኞች ሆይ!) ረዳታችሁ አላህና መልዕክተኛው እንደዚሁም እነዚያ በአላህ ያመኑት ናቸው:: እነርሱ ማለት እነዚያ ሶላትን በደንቡ የሚሰግዱ እነርሱም (ለአምልኮ) የሚያጎነብሱ ሆነው ምጽዋትን የሚሰጡ ናቸው::",""
725,5,56,"56. አላህን፤ መልዕክተኛውንና እንደዚሁ እነዚያ በአላህ ያመኑትን ሰዎች የሚወዳጅ (ከአላህ ጭፍሮች ይሆናል።) የአላህ ጭፍሮች ደግሞ አሸናፊዎቹ ናቸው::",""
726,5,57,"57. እናንተ ያመናችሁ ሆይ! ከእነዚያ ከበፊታችሁ መጽሐፉን ከተሰጡትና ከእነዚያ ሃይማኖታችሁን መሳለቂያና መጫዎቻ ካደረጉት ከሓዲያን መካከል ወዳጆች አታድርጉ:: ትክክለኛ አማኞች እንደሆናችሁ አላህን ብቻ ፍሩ::",""
727,5,58,"58. (ሙስሊሞች ሆይ!) ወደ ሶላት በጠራችሁም ጊዜ ጥሪዋን መሳለቂያና መጫዎቻ ያደርጓታል። ይህ እነርሱ የማያስተውሉ ህዝቦች በመሆናቸው ነው።",""
728,5,59,"59. (መልዕክተኛችን ሙሐመድ ሆይ!) «የመጽሐፉ ባለቤቶች ሆይ! በአላህና ወደኛ በተወረደው በፊትም በተወረደው ለማመናችን አብዛኞቻችሁም አመጸኞች ለመኾናችሁ እንጅ (ሌላን ነገር) ከኛ ትጠላላችሁን?» በላቸው፡፡",""
729,5,60,"60. (መልዕክተኛችን ሙሐመድ ሆይ!) «አላህ ዘንድ ቅጣቱ ከዚህ ሁሉ የከፋን ነገር ልንገራችሁን?» በላቸው:: እርሱም «አላህ የረገማቸውና በእነርሱም ላይ የተቆጣባቸው ናቸው:: ከመካከላቸዉም ዝንጀሮዎችና ከርከሮዎች ያደረጋቸው ጣዖትንም የተገዙ ሰዎች ሃይማኖት ነው:: እነዚያ በጣም በከፋ ስፍራ ናቸው:: ከቀጥተኛዉም መንገድ በጣም የተሳሳቱ ናቸው።»",""
730,5,61,"61. ( አማኞች ሆይ!) ወደ እናንተ በመጡ ጊዜ ከክህደት ጋር ሁነው የገቡ ከእርሱ (ከክህደቱ) ጋር ሁነውም የወጡ ሲሆኑ ልክ እንደናንተ «አምነናል» ይላሉ:: አላህ ያንን ይደብቁት የነበረውን ነገር ሁሉ ጠንቅቆ አዋቂ ነው::",""
731,5,62,"62. (መልዕክተኛችን መሐመድ ሆይ!) ከእነርሱ ብዙዎቹን በኃጢአትና በበደል እርምንም የሆነ ለመብላት ሲጣደፉ ታያቸዋለህ:: ይሰሩት የነበረው በጣም ከፋ!",""
732,5,63,"63. ቀሳውስቱና ሊቃውንቱ ከኃጢአት ንግግራቸውና እርምን ከመብላታቸው አይከለክሏቸዉም ኖሯልን? ይሰሩት የነበረው በጣም ከፋ!",""
733,5,64,"64. አይሁድ «የአላህ እጅ የታሰረ ነው።» አሉ:: እጆቻቸው ይታሰሩ:: ባሉትም ነገር ይረገሙ። ይልቁንም የአላህ ሁለቱም እጆቹ የተዘረጉ ናቸው:: እንደፈለገ ይለግሳል:: (መልዕክተኛችን ሙሐመድ ሆይ!) ከጌታህ ወደ አንተ የተወረደው ቁርኣን ከእነርሱ መካከል ለብዙዎቹ ትዕቢትንና ክህደትን በእርግጥ ይጨምርባቸዋል:: በአይሁድ መካከል ጠብንና ጥላቻን እስከ ትንሳኤ ቀን ድረስ አደረግን:: ለጦር እሳትን ባቀጣጠሉ ቁጥር አላህ ያጠፋባቸዋል:: በምድር ውስጥ ለማበላሸት ይሮጣሉ:: አላህም አበላሾችን ሁሉ አይወድም።",""
734,5,65,"65. የመጽሐፉ ባለቤቶች ባመኑና በተጠነቀቁ ኖሮ ከእነርሱ ኃጢአቶቻቸውን በእርግጥ ባበስንና የመጠቀሚያ ገነቶችን በእርግጥ ባስገባናቸው ነበር።",""
735,5,66,"66. እነርሱ ተውራትንና ኢንጂልን ከጌታቸው ወደ እነርሱ የተወረደውን መጽሐፍ በሰሩበት ኖሮ ከበላያቸውና ከእግሮቻቸው ስር በተመገቡ ነበር:: ከእነርሱ መካከል ትክክለኛ ህዝቦች አሉ:: ከእነርሱ መካከል ብዙዎቹ ግን የሚሰሩት ነገር ከፋ!",""
736,5,67,"67. (መልዕክተኛችን ሙሐመድ ሆይ!) ከጌታህ ወደ አንተ የተወረደውን ቁርኣን አድርስ:: ይህን ባትሰራ ግን የጌታህን መልዕክቱን አላደርስክም:: አላህም ከሰዎች (ተንኮል) ይጠብቅሃል:: አላህ ከሓዲያን ሕዝቦችን አያቀናም።",""
737,5,68,"68. (መልዕክተኛችን ሙሐመድ ሆይ!) «እናንተ የመጽሐፍ ባለቤቶች ሆይ! ተውራትን፤ ኢንጂልን እና ከጌታችሁ ወደ እናንተ የተወረደውን ቁርኣንን እስከምትሰሩባቸው ድረስ በምንም ላይ አይደላችሁም።» በላቸው:: ከጌታህ ወደ አንተ የተወረደው ቁርኣን ከእነርሱ ብዙዎቹን ትዕቢትንና ክህደትን በእርግጥ ይጨምርባቸዋል:: በካሐዲያን ህዝቦች ላይ አትዘን።",""
738,5,69,"69. እነዚያ ያመኑ፤ አይሁዳዊያን፤ ሳቢያኖችና ክርስቲያኖች ከእነርሱ መካከል በአላህና በመጨረሻው ቀን በትክክል ያመኑና መልካምን የሰሩ ሁሉ በእነርሱ ላይ ስጋት የለባቸዉም። አይተክዙምም።",""
739,5,70,"70. የኢስራኢል ልጆች የጠበቀ ቃል ኪዳን በእርግጥ ያዝንባቸው:: ወደ እነርሱም መልዕክተኞችን ላክን:: ነፍሶቻቸው በማትወደው ነገር መልዕክተኛ በመጣላቸው ቁጥር ከፊሉን አስተባበሉ:: ከፊሉንም ይገድላሉ::",""
740,5,71,"71. በእነርሱ ላይ ፈተና አለመኖሩዋን ጠረጠሩምና ታወሩ ደነቆሩም:: ከዚያም አላህ ከእነርሱ ላይ ጸጸትን ተቀበለ:: ከዚያም ከእነርሱ ብዙዎቹ እንደገና ታወሩ ደነቆሩ:: አላህ የሚሰሩትን ሁሉ ተመልካች ነው::",""
741,5,72,"72. እነዚያ «አላህ እርሱ የመርየም ልጅ አልመሲህ ነው።» ያሉ በእርግጥ በአላህ ካዱ:: አል መሲህም አለ፡- «የኢስራኢል ልጆች ሆይ! ጌታዬንና ጌታችሁን አላህን ብቻ ተገዙ:: እነሆ በአላህ የሚያጋራ ሰው ሁሉ አላህ በእርሱ ላይ ገነትን በእርግጥ እርም አደረገ:: መኖሪያዉም እሳት ናት:: ለበዳዩችም ምንም ረዳቶች የሏቸዉም::",""
742,5,73,"73. እነዚያ «አላህ የሶስት ሶስተኛ ነው።» ያሉ በእርግጥ ሁሉ ካዱ። ከአምላክም አንድ አምላክ ብቻ እንጂ ሌላ አምላክ የለም:: ከሚሉትም ነገር ካልተከለከሉ እነዚያን የካዱትን ሁሉ አሳማሚ ቅጣት በእርግጥ ይነካቸዋል።",""
743,5,74,"74. ለመሆኑ እንደነዚህ አይነቶች ወደ አላህ አይመለሱምና ምህረትን አይለምኑትምን? አላህ መሀሪና አዛኝ ነው::",""
744,5,75,"75. የመርየም ልጅ አልመሲህ ከበፊቱ ብዙ መልዕክተኞች የቀደሙት መልዕክተኛ እንጂ ሌላ አይደለም:: እናቱም በጣም እውነተኛ አማኝ ናት:: ሁለቱም ምግብን የሚበሉ ነበሩ:: (መልዕክተኛችን ሙሐመድ ሆይ!) አናቅጽን ለከሓዲያን እንዴት እንደምናብራራና ከዚያ እነርሱ ከእውነት እንዴት እንደሚመለሱ ተመልከት::",""
745,5,76,"76. (መልዕክተኛችን ሙሐመድ ሆይ!) «ከአላህ ሌላ ለእናንተ መጉዳትንና መጥቀምን የማይችልን ትገዛላችሁን? አላህ እርሱ ሁሉን ሰሚና ሁሉን አዋቂ ነው።» በላቸው።",""
