"Translation Info:
#---------------------------
267,2,260,"260. (Xus) markuu Ibraahiim yidhi: Rabbiyow! I tus sidaad u nooleyso meytida. Wuxuu yidhi: Miyaadan rumaynin? Wuxuu yidhi: haayoo, laakiinse, inuu ku sii dego (Iimaanka) qalbigeyga. Wuxuu yidhi: Soo qaado afar shimbirood, oo jarjar, markaas dhig buur walba korkeeda qayb ka mid ah (googga'a) shimbiraha, markaas u yeedh, waxay kuu imaan iyagoo duulaya. Ogowna in Alle yahay Adkaade, Xakiim ah.",""
268,2,261,"261. Mataalka kuwa ku bixiya maalkooda Jidka Alle, wa sida mataalka iniin bixisa toddobo madax, madax walba bixiyo boqol xabbo. Alle wuxuu u labo laabaa (ajarka) qofkuu doono [78]. Alle waa Deeq Ballaarane, wax kasta Ogsoon.","[78]. Waxaa ku soo arooray xadiis in Nabigu s.c.w. yidhi: ""Qofkii ku bixiya maal jidka Alle waxaa loo labo laabi toddobo boqol oo jeer."""
269,2,262,"262. Kuwa ku bixiya maalkooda Jidka Alle, markaas aan raacinin waxay bixiyeen waxtar sheegasho [79] iyo waxyeello midna, waxay abaalgudkooda ka heli Rabbigood agti, cabsi ma ahaaneyso korkooda, mana murugoonayaan.","[79]. Nabigu s.c.w. wuxuu yidhi: Ma gali doono janno caasi waalidka, kan ugu faana dadka waxtar uu u sameeyey iyo abaal uu u galay ee sheegsheega, iyo khamriya cabka iyo beeniyaha Qaddarka. W.w. Axmad."
270,2,263,"263. Hadal san iyo saamaxaad baa ka roon sadaqo ay raacdo waxyeello. Alle waa Deeqtoone, Dulqaad Badan.",""
271,2,264,"264. Kuwa (Xaqa) rumeeyow! Ha ku burinnina sadaqooyinkiinna waxtar sheegasho iyo waxyeello, sida kan u bixiya maalkiisa istuska dadka, oo aan rumeysnayn Alle iyo Maalinta Aakhiro. Marka mataalkiisu wuxuu ka dhigan yahay sida sallax ciidi kor saaran tahay, oo uu helo mahiigaan roob ah oo markuu qaado soo baxo meel maran. Ma kari doonaan in waxba ay ku helaan waxay kasbadeen, Alle ma hanuuniyo qoloda gaalada ah.",""
272,2,265,"265. Mataalka kuwa u bixiya maalkooda doonista Raalli gelinta Alle iyo sugitaanka nafahooda darteed, waa sida beer ku taal meel taag ah oo uu helo mahiigaan roob ah oo soo saarta midhaheeda labolaab. haddiise aanu helin mahiigaan roob weyn ah uu ku fillaado roob yar. Alle waxaad fashaan wuu Arkaa.",""
273,2,266,"266. Miyuu midkiin jecel yahay inuu lahaado beer timir iyo canab leh, oo ay hoostoodu qulqulayaan webiyo, oo ay ugu yaallaan midho kasta, oo da’i hesho, uuna leeyahay ilmo tabar yar, markaas ay ku dhacdo beertii xiisad dabeyl ah oo dab wadata oo ay gubato? Sidaasuu Alle idiinka dhigaa Aayadaha caddaan, si aad uga fikirtaan?",""
274,2,267,"267. Kuwa (Xaqa) rumeeyow! Wax ka bixiya waxyaalaha wanaagsan aad kasbataan iyo waxaanu idiinka soo saarnay arlada, oo ha u kas bixinnina kiisa xun [80], oo idinkuba aydaan ku qaadateen indho damuuqsi maahee. Ogaadana inuu Alle yahay Deeqtoone, Ammaanan.","[80]. Nabigu s.c.w. wuxuu yidhi: “Qofkii sadaqeysta maal xaaraan ah lagama aqbalo, hadduu ka tagana maal xaaraan ah wuxuu ku noqon dab naareed”."
275,2,268,"268. Shaydaan wuxuu idiinku gooddiyaa faqri, wuxuuna idin amraa inaad ahaataan bakhayllo masuug badan; Allese wuxuu idiin ballan qaadaa denbi dhaaf Xaggiisa ah iyo deeq badan. Alle waa Deeq Ballaadhane, wax kasta Ogsoon.",""
276,2,269,"269. Wuxuu siiyaa xikmad qofkuu doono, qofkii la siiyona xikmad, waxaa la siiyey khayr tiro badan. ma xusuustaan 'arrinkaa' waxaan aheyn wax garadka.",""
277,2,270,"270. Waxaad bixisaanna oo sadaqo ah ama aad nadartaan oo nadar ah, Alle wuu ogsoon yahay. Daalimiinta ma leh wax u soo gargaari (Aakhirada oo u shafeeci).",""
278,2,271,"271. Haddaad u bixisaan sadaqooyinka si caddaan ah, waa hagaag, haddaadse qarisaan, oo aad siisaan fuqurada, waa sida idiin khayr badan. Waxaa la idiinku dhaafi wax ka mid ah camalladiinna xun. Alle waxaad fashaan waa u Xog Ogaal.",""
279,2,272,"272. Hanuunkoodu ma aha xil ku saaran, Alle baase hanuuniya qofkuu doono. Waxaad bixisaan oo khayr ah, idinka naf ahaantiinnay u roon tahay, oo idinku wax ha u bixinnina aan ahayn doonista Wajiga Alle. Waxaad bixisaan oo khayr ahna waa la idiin oofin si dhan, idinkoo aan waxba la idinka dulmineyn.",""
280,2,273,"273. (Sadaqada) waxaa ugu mudan in la siiyo fuqarada u heegan xayirmay Jidka Alle (jihaadka), ee aan kareyn dhoof iyo dhaqdhaqaaq dhulka (ay xoogsi ku raadsadaan) midka aan aqooni uu moodayo inay hodan yihiin naf samaantooda awgeed iyo ka dhowrsigooda (baryada), waxaad ku garan kartaan astaamahooda, ma ay baryaan dadka sideedaba. Waxaad bixisaanna oo khayr ah, Alle wuu Ogsoon yahay.",""
281,2,274,"274. Kuwa bixiya maalkooda habeen iyo maalinba, qarsoodi iyo caddaanba, waxay ka heli abaalgudkooda Rabbigood agti. Cabsi ma ahaaneyso korkooda, mana murugoonayaan.",""
282,2,275,"275. Kuwa Ribada ku macaamila kama soo kacaan (qubuurahooda) waxaan aheyn sida mid uu sheydaan ku daandaanshay taabashadiisa u kaco [81]. Sidaasi waxaa ugu wacan inay yidhaahdaan: Beecu wax kale maahee waa sida ribada. Alle wuu xalaaleeyey beeca oo xarrimay Ribada. Qofkii waano uga timaaddo Rabbigi markaa ka reebtooma, wuxuu leeyahay wixii horay uu u qaatay [82]; arrinkiisana waxaa go’aankiisa leh Alle (oo cafiyey); qofkiise u noqda (ribada), waa kuwaa kuwa ehlu Naarka ah, way ku dhex waari doonaan.","[81]. Riba qaataha ma xasilo, ma deggana, wuxuuna noqon sida qof waalan oo dhacdhacaya Maalinta Qiyaamaha. 
[82]. Intaan la xarrimin oo looma raacanayo. Ribadii la qaatay ka hor soo degidda Aayaddan way bannaan tahay inaan la soo celin."
283,2,276,"276. Alle ma barakeeyo Ribo, oo sababaa Sadaqooyinka inay bataan. Alle ma jecla mid kastoo abaal laawe ah, denbi badan.",""
284,2,277,"277. Hubaal kuwa (Xaqa) rumeeyey oo samaha fala oo ooga salaadda oo bixiya Zakada, waxay ka heli abaalgudkooda Rabbigood agti. Cabsi ma ahaaneyso korkooda, mana murugoonayaan.",""
285,2,278,"278. Kuwa (Xaqa) rumeeyow! Alle ka cabsada oo iskaga taga waxa ka baaqi ah ribada (kor saarka), haddaad tihiin mu’miniin.",""
286,2,279,"279. Haddiise aydaan falin sidaa, markaa ku tala gala dagaal uu idinku qaado Alle iyo Rasuulkiisu, haddaad tawbad keentaan, waxaad leedihiin raasumaalkiinna, waa inaydaan wax u dhimin (deyn qabaha) oo kor saar ka qaadan, idinkana waa inaan waxba la idinka dhimin (raasumaalkiinna ka mid ah) [83].","[83]. Nabigu s.c.w. wuxuu yidhi: ""Waxaan ku imid habeenkii israha iyo micraajka dad aad u caloolo waaweyn oo xaalad xun ku jira, waxaan idhi waa kuwama kuwaani? Malaggii wuxuu yidhi: waa kuwa qaata ribada.”"
287,2,280,"280. Haddii (deymeysanuhu) daneynsan yahay waa in laga sugo (deynta) intay uga fududaato (bixinteeda), oo inaad u dhaaftaan baa idiin khayr badan, haddaad ogaan lahaydeen [84].","[84]. Nabigu s.c.w. wuxuu yidhi: “Waxaa jirey nin ganacsade ah oo dadka wax amaahin jirey, markiise uu arko nin daneysan wuxuu odhan jirey: “U dhaafa oo iska cafiya si Alle noo cafiyo oo noogu denbi dhaafo, markaasuu Alle u denbi dhaafay.” w.w. Al-Bukhaari."
288,2,281,"281. Iska jirana Maalin (Qiyaamada) la idiin soo celin xagga Alle. markaas naf walba loogu oofin si dhan waxay kasabtay iyagoo aan la dulmineyn.",""
289,2,282,"282. Kuwa (Xaqa) rumeeyow! Markaad kala deynsanaysaan deyn ilaa muddo magacaaban ah, qora. Hana idiinku kala qoro dhexdiinna qore si caddaalad ah. Oo yaanu qorahu diidin inuu u qoro sida uu Alle u baray, ee ha qoro, oo ha yeedhiyo (waxa la qorayo) kan xaqa (deynta) qaadan, oo ha dhowro (xilkuu saaray) Alle, Rabbigi, oo yaanu ka dhimin wax ka mid ah waxa lagu yeesho. Haddiise kan xaqa lagu leeyahay uu yahay mid makas ama daciif ah ama aanu awoodin inuu wax yeedhiyo, kan ugu dhow xigaalo ahaan ha u yeedhiyo si caddaalad ah, marag gashadana labo markhaati oo Raggiinna ka mid ah. Haddaanay joogin labo nin, marag gashada nin iyo labo haweenood oo aad ku raalli tihiin marag ahaan, si hadday middood u hilmaanto, ay u xusuusiso tan kale. Waa inaysan diidin markhaatiyadu haddii loogu yeedho (markhaati). Ha ka caajisina inaad qortaan (deynta aad kala qaadataan) ha yaraado ama ha badnaado ilaa muddadiisa la qabtay, tan baa caddaaladsan Alle agtiisa oo toosan markhaati ahaan, oo ugu dhow si loo reebo shakiyo dhexdiinna gala, inay tahay maahee ganacsi joogta ah oo aad isku dhaafsataan isla meeshaa dhexdiinna, markaa ma jiro wax eed ahi korkiinna haddaydaan qorin. Ee marag u yeela markaad wax kala gadanaysaan. Oo yaan loo geysan wax dhibaato ah qore ama markhaati midkoodna, haddaad fashaan (dhibaato) waa caasinnimo idinku jirta. Dhowra (xilkuu idin saaray) Alle; Alle wax buu idin bari. Alle wax waliba wuu Og yahay.",""
290,2,283,"283. Haddaad safar tihiin oo aydaan helin qore, markaa ha la qaato rahan (curaar damaanad ahaan), haddiise uu midkiin aamino midka kale, markaa waa inuu kan la aaminay u guto ammaanadiisa (si daacad ah) oo ha ka cabsado Alle, Rabbigi. Hana qarinnina marag furka, qofkii qariya, qalbigiisu waa denbiile. Alle waxaad fashaan wuu Og yahay.",""
291,2,284,"284. Alle baa iska leh waxa ku sugan samooyinka iyo wax ku sugan arlada, haddaad muujisaan waxa ku jira nafahiinna ama aad qarisaan, Alle wuu idin ku xisaabin, markaas wuxuu u denbi dhaafi qofkuu doono, oo u cadaabi qofkuu doono. Alle wax walba wuu Karaa.",""
292,2,285,"285. Rasuulku wuxuu rumeeyey waxa lagaga soo dejiyey Waxyi ahaan xagga Rabbigi, oo (waa sidaas) mu’miniintu. Waxay kulligood rumeeyeen Allaah, Malaa’igtiisa, Kutubtiisa iyo Rusushiisa; Ma kala soocno midkoodna ka mid ah Rusu- shiisa dhexdooda, waxayna yidhaahdaan: Waanu maqallayoo adeecnay. Rabbigayow! Denbi Dhaafiddaada (yaanu kaa baryi), waana Xaggaaga meel noqodka dambe.",""
293,2,286,"286. Alle ma saaro nafna wax dhaafsiisan karaankeeda. Waxay leedahay (khayrka) waxay kasabtay, oo ka go’an tahay dusheeda waxay (denbi) kasabtay. Rabbigayow! Ha noo qaban haddii aanu illowno ama gefno (ula kac la’aan). Rabbigayow! Ha na saarin culays sidaad u saartay kuwii naga horreeyey. Rabbigayow! Ha na saarin wax tabar aanaan u lahayn qaadistooda. Oo na cafi, oo noo ceeb astur oo denbidhaaf, oo noo naxariiso [85]. Adigaa ah Gargaarahayaga na xafida, ee nooga gargaar qoloda gaalada ah [86].","[85]. Wuxuu Alle swt ku soo gunaanuday Suuraddan u tilmaamidda addoomahiisa sida loo baryo iyo waxyaalo u fiican inay ka baryaan, siduu ugu barayba suuradda Faatixada sida loo ammaano oo looga dalbo hanuun. 
[86]. Nabigu s.c.w. wuxuu yidhi: “Waa ay ku filan tahay qofkii akhirsta habeenkii labada Aayadood ee u dambeeya Suuradda Al-
Baqarah ”. Waxaa la yidhi waxay ugu filan tahay dhowris iyo xafidid, ama ka kaafisaa Salaatu Leylka."
294,3,1,"1. Alif – Laam - Miim [1].","[1]. Eeg sharaxa Suuradda 2 Al-Baqarah: Aayadda 1. 
Aal Cimraan waa Suuradda seddexaad ee Musxafka, macnaha Aal Cimraan waa reer Cimraan. Cimraan waa qoyska Cimraan oo ah Maryam aabbaheed, Nabi Ciise hooyadi, nabadgalyo korkiisa ha ahaatee.
Waxaa jiray nin kale oo la odhan jiray Cimraan oo reer binu Israa'iil ka mid ahaa, oo ahaa Muuse iyo Haaruun C.S. aabbahood, laakiin qoyska Cimraan ee lagu xusay suuradda Al Cimraan waa qoyska Cimraan, Maryam aabbaheed iyo Ciise awoowgi."
295,3,2,"2. Allaah, Ma jiro Ilaah (xaq lagu caabudo) aan Isaga ahayn, Noolaha Daa'inka ah, Daryeelaha waxa uunka jira oo dhan,",""
296,3,3,"3. Wuxuu kuugu soo dejiyey (Nabiyow) Kitaabka (Qur’aanka) si xaq ah, isagoo rumeyn wixii ka horreeyey (oo Kutub Alle ah), Wuxuuna soo dejiyey Towraadda iyo Injiilka,",""
297,3,4,"4. Kal hore, hanuunin dadka, oo wuxuu soo dejiyey Al-Furqaan (Qur’aanka). Hubaal kuwa aan rumeynin Aayaadaha Alle, waxay leeyihiin cadaab daran. Alle waa Adkaade, Aargoosi leh.",""
298,3,5,"5. Hubaal, Alle waxba kama qarsoona ku sugan arlada ama samada.",""
299,3,6,"6. Waa Kan idiinku sawira (qaab siiya) ilma galeennada siduu doono. Ma jiro ilaah (xaq lagu caabudo) aan Isaga ahayn, waa Adkaadaha, Xakiimka ah.",""
300,3,7,"7. Waa Isaga Kan kugu soo dejiyey (Nabiyow) Kitaabka (Qur’aanka), qaar ka mid ah Aayadahiisa xukunkoodu cad yihiin, waa iyaga aasaaska Kitaabka, qaar kalena waa kuwo isu eg (oo macno kala duwan leh). Marka ma kuwa ay quluubtoodu ku jirto weecashada, waxay raacraacaan kuwa isu eg iyagoo doonaya inay wax ku habaabiyaan oo doonaya inay ka bixiyaan fasir iskood ah [2], umase cilmi laha fasirkiisa waxaan aheyn Alle. Kuwana ku xeel dheer cilmiga waxay yidhaahdaan: Waanu rumeysannahay; dhammaantood iyagu waa xagga Rabbigayo. Mana 
xusuusataan oo waantoobaan wax garadka mooyee.","[2]. Nabigu s.c.w. wuxuu yidhi: ""Haddaad aragtaan dad ku murmaya Qur’aanka, ka digtoonaada waa kuwa uu Alle magacaabaye""."
301,3,8,"8. Rabbigayow! Ha weecin quluubtayada kaddib markaad na hanuunisay [3], noogana hibee xaggaaga Naxariis. Waxaad Adigu tahay Kan Deeq Bixinta Badane.","[3]. Nabigu s.c.w. wuxuu wax badan ku duceysan jirey: 'Allow gedgeddiyaha quluubtow, ku sug qalbigeyga diintaada'."
302,3,9,"9. Rabbigayow! Adigaa isu soo kulmin dadka Maalin aan shaki lahayn (waa Qiyaamada); Alle ma ka baxo Ballankiisa.",""
303,3,10,"10. Kuwa gaalooba waxba ugama taraan maalkoodu iyo ilmahooda Alle agtiisa; kuwaana weeyaan kuwa ah shidaalka Naarta.",""
304,3,11,"11. Waa sida caadadii reer Fircoon oo kale iyo kuwii ka horreeyay; waxay beeniyeen Aayadahayagii, markaasuu qabtay Alle duntuubtoodii darteed. Alle Ciqaabkiisu wuu daran yahay.",""
305,3,12,"12. Ku dheh kuwa gaalooba: Waa la idinka adkaan, waxaana la idinku soo kulmin wada jir Jahannama, oo ugu xun gogol la dhinac dhigo.",""
306,3,13,"13. Waxaa idiinku sugan calaamo labadii ciidammood ee ku kulantay (dagaalkii Badar): Koox u dagaallameysay Jidka Alle darti, iyo tan kaloo gaal ahayd, waxay u arkeen labo jibbaarkood tiro ahaan xagga aragtida isha (inkastoo ay ahaayeen seddex jibbaarkood). Allena wuxuu ku xoojiyaa Gargaarkiisa qofkuu doono. hubaal arrinkani waxaa ugu sugan cibrad kuwa aragtida dheer leh.",""
307,3,14,"14. Waxaa loo qurxiyey dadka Jaceylka waxyaalaha naftu rabto, oo leh haween, ilmo, iyo kayd badan oo dahab iyo qalin ah (maal) iyo fardo laylan oo qurxoon (gaadiid fiican) iyo xoolo iyo dhul si fiican u beeran (iyo guryo waasic ah oo wanaagsan). Kaasi waa raaxada nolosha adduunkan; Allena waxaa agtiisa ah meel noqodka wanaagsan (Janno).",""
308,3,15,"15. Dheh: Ma idiin sheegaa waxa ka fiican waxyaalahani? Waxay leeyhiin kuwa Alle ka cabsada ee iska jira (xumaha) - beero Rabbigood agtiis ah ay hoostoodu qulqulaan webiyo, iyagoo ku dhex waaraya weligood, iyo xaasas daahir ah iyo raalli ahaansho xag Alle ah. Alle wuu Arkaa Addoomihiisa.",""
309,3,16,"16. Kuwa yidhaahda: Rabbigayow! Waanu rumeynay (Xaqa), ee noo dhaaf dunuubtayada, nagana dhowr cadaabka Naarta.",""
310,3,17,"17. Ee ah kuwa samra, runlowyada ah, adeeca Alle, oo wax sadaqaysta, oo (Alle) weydiista denbi dhaaf waqtiyada suxuurta.",""
311,3,18,"18. Alle wuxuu marag ka yahay inuusan jirin ilaah (xaq lagu caabudo) aan Isaga ahayn, malaa’igtuna (sidoo kale bay ka marag kacaan) iyo kuwa cilmiga leh; Wuxuu (Alle) ku maamulaa uunkiisa si caddaalad ah. Ma jiro Ilaah xaq ah aan Isaga ahayn, waa Adkaadaha, Xakiimka ah.",""
312,3,19,"19. Hubaal diinta Xaqa ahi Alle agtiisa waa Islaamka. Ismana khilaafin kuwii la siiyey Kitaabka (Yuhuudda iyo Nasaarada) markuu u yimid cilmiga mooyee, xasad dhexdooda ah darti. Qofkii ku gaalooba Aayadaha Alle, hubaal Alle waa degdeg xisaabtiisu dhaqso ah.",""
313,3,20,"20. Hadday kula doodaan dheh: Waxaan anigu isugu dhiibay si dhan oo u hoggaansanahay Alle, waana sidaas qofkii I raaca. Ku dheh kuwa la siiyey Kitaabka (Yuhuudda iyo Nasaarada) iyo kuwa ah mushrikiinta:Miyaad hoggaansameysaan? [4]. Hadday hoggaansamaan, markaa waa hanuunsan yihiin; haddayse (ka) jeesadaan (Iimaanka), waxaa uun ku saaran Gaarsiin cad (ee Xaqa) lagula soo diray. Alle wuu arkaa addoomahiisa.","[4]. Marba hadday hoggaansamaan dadka ehlu kitaabka waxaa loo dhowraa xuquuqdooda iyo sharaftooda inkastoo ay jirto diiddadooda Xaqa, waase inay bixiyaan jizyo halkii sakada iyo difaaca laga rabo muslimiinta. Kaddib waxaa mas’uul ka ah ilaalintooda dawladda Islaamka."
314,3,21,"21. Hubaal kuwa ku gaalooba Aayadaha Alle, oo u dila Nabiyada xaq darro, oo dila kuwa amra caddaaladda ee dadka ka mid ah [5]. Ugu bishaaree cadaab xanuun badan.","[5]. Waxaa la weydiiyey Nabiga s.c.w. yaa dadka ugu cadaab daran Maalinta Qiyaamaha. Wuxuu yidhi: Qof dilay Nabi ama dilay qof faraya wanaag oo ka reebaya xumaan. W.w. Ibnu Abii Xaatim."
315,3,22,"22. Kuwaas waa kuwa ay burtay acmaashooda adduun iyo Aakhiraba, mana laha wax u soo gargaari (Aakhirada).",""
316,3,23,"23. Miyaadan arag (xaalka) kuwaa (Yuhuudda ah) ee la siiyey qayb ka mid ah Kitaabka (Towraadda)? waxaa loogu yeedhaa Kitaabka Alle si uu u kala xukumo dhexdooda, markaasay qaar ka mid ah jeesadaan iyagoo (Xaqa) diiddan.",""
317,3,24,"24. Waxaa arrinkani ugu wacan inay yidhaahdaan: Naar nama taabaneyso waxaan aheyn maalmo tirsan. Waxaana ku hoday diintooda waxay been abuuran jireen.",""
318,3,25,"25. Ee sidee bay ahaan markaan isugu soo kulminno dhammaantood Maalin aan shaki ku jirin (Qiyaamada), naf walbana loogu oofiyo si dhan waxay kasbatay iyagoon la dulmayn?",""
319,3,26,"26. Dheh: Allahayow! Kan Boqortooyada (runta ah) iska lahow, Waxaad siisaa boqortooyada midkaad doonto, oo ka qaaddaa boqortooyada midkaad doonto, waxaadna ciseysaa midkaad doonto, oo dulleysaa midkaad doonto. Gacantaada buu ku jiraa khayroo dhan. Hubaal Adigaa wax kasta Kara.",""
320,3,27,"27. Waxaad habeenka dhex gelisaa maalinta, maalintana dhex gelisaa habeenka, kana soo saartaa wax nool wax dhintay, oo ka soo saartaa wax dhintay wax nool [6]. Waxaadna arzaaqdaa midkaad doonto xisaab la’aan.","[6]. Mufasiriinta qaarkood waxay tusaale ugu soo qaateen wax nool wax dhintay ka soo bixidda shimbirka yar ukunta, iyo ukunta oo ka soo baxdo digaagadda."
321,3,28,"28. Yeysan mu’miniintu ka dhigan gaalada sokeeye halkii mu’miniinta, qofkii sidaa fala, kama heli doono wax (gargaar ah) xagga Alle, inaad sidaa isaga ilaalineysaan mooyaane dhib xaggooda idiinka yimaada [7]. Alle wuxuu idiinka digi Naftiisa [8], xagga Alle baana lagu dambeyn.","[7]. Hadduu mu’minku ka baqo dhibaato ka soo gaarta cadow, waxaa u bannaan inuu iska yeelo inuu ku waafaqsan yahay cadowga waxay ku qasbayaan maadaama qalbigiisa iyo niyaddiisa ku lahayn wax saameyn ah, iimaankana ku xasilan yahay. 
[8]. Nabigu s.c.w. wuxuu yidhi: Ma jiro axad ka qiiro badan Alle, sidaas daraadeed buu u xaaraanshay zinada, mana jiro axad ka jecel Alle in la ammaano oo loo xamdi iyo mahad naqo”."
322,3,29,"29. Dheh: Haddaad qarisaan waxa ku jira laabahiinna ama muujisaan, Alle wuu ogsoon yahay, wuxuuna ogsoon yahay waxa ku sugan samooyinka iyo waxa ku sugan arlada. Alle wax walba wuu Karaa.",""
323,3,30,"30. Maalinta naf waliba heli waxay khayr fashay oo la hor keeno iyo waxay xume fashay, waxay jeclaan in dhexdooda iyada iyo xumahaa ay ahaan lahayd muddo dheer. Alle wuxuu idiinka digi Naftiisa. Alle waa u Turid iyo Naxariis Badan yahay addoomahiisa.",""
324,3,31,"31. (Nabi Muxammadow) dheh: Haddaad Alle jeceshihiin, i soo raaca, Alle baa idin jeclaan oo idiin dhaafi dunuubtiinna. Alle waa Denbi Dhaaf Badane, Naxariis Badan.",""
325,3,32,"32. Dheh: Adeeca Alle iyo Rasuulka (Muxammad). Haddayse jeesadaan, hubaal Alle ma jecla gaalada.",""
326,3,33,"33. Alle wuxuu hubaal ka doortay Aadam, Nuux, reer Ibraahiim iyo reer Cimraan ummadaha dhan dushood.",""
327,3,34,"34. Durriyad qaarkoodba ka yimid qaar, Alle waa wax kasta Maqle,wax kasta Og.",""
328,3,35,"35. (Xus, Nabiyow) markay marwadii Cimraan tidhi: Rabbiyow! Waxaan anigu kuu nadar galay in waxa ku jira uurkayga uu u madax bannaanaado (cibaadadaada) ee iga aqbal. Waxaad Adigu tahay wax kasta Maqlaha, wax kasta Ogsoon.",""
329,3,36,"36. Markiise ay dhashay waxay tidhi: Rabbiyow! Waxaan dhalay ilmo dheddig ah, Alle wuu ka ogaa (cid kale oo dhan) waxay dhashay – labkuna ma aha la mid dheddiga, waxaana u bixiyey Maryam [9], waxaana kaa magan gelinayaa iyada iyo durriyaddeedaba Shaydaanka la fogeeyay.","[9]. Nabigu s.c.w. wuxuu yidhi: Waxaa u khayr badan haweenka caalamka afar: Maryama binti Cimraan, Aasiya marwadii Fircoon, Khadiija binti Khuwaylid, iyo Faadimah binti Rasuulilaah."
330,3,37,"37. Markaasuu Rabbigeed ka aqbalay aqbal fiican, kana yeelay inay korto koritaan wanaagsan, una dhiibay xilka daryeelkeeda Zakariya. Mar kastuu Zakariya ugu soo galo Mixraabka (si uu u arko) wuxuu ka helaa agteeda riziq. Wuxuu yidhi: Maryameey: Xaggee bay waxakani kaaga yimaadaan? Waxay tidhi: Waa xagga Alle. Hubaal Alle wuxuu u arsaaqaa qofkuu doono xisaab la’aan.",""
331,3,38,"38. Halkaas buu Zakariya ku baryey Rabbigii, wuxuu yidhi: Rabbiyow! Iga sii Xaggaaga ubad wanaagsan. Hubaal Waxaad tahay Maqlaha baryada.",""
332,3,39,"39. Waxaa u dhawaaqay malaa’igta isagoo taagan oo ku tukanaya Mixraabka: in Alle uu kuugu bishaaraynayo Yaxyaa, rumeynaya Eray xagga Alle ah (waa rumeyn Nabi Ciise), oo sharaf leh oo dhowrsoon oo Nabi ah ka mid ah kuwa wanaagsan.",""
333,3,40,"40. (Zakariya) wuxuu yidhi: Rabbiyow! Sidee baan u lahaan wiil (ii dhasha) , anigoo da' noqday, haweentayduna ma dhaleys tahay? Wuxuu yidhi: Sidaasuu Alle u falaa wuxuu doono.",""
334,3,41,"41. Wuxuu yidhi: Rabbbiyow! Ii yeel calaamo. Wuxuu yidhi: Calaamaddaadu waa inaadan la hadlin dadka saddex maalmood tilmaamo ma’ahee. Oo xus Rabbigaa wax badan oo xurmo weynee oo tasbiixso galab iyo subaxba.",""
335,3,42,"42. (Xus) markay malaa’igtu tidhi: Maryameey! Alle wuu ku doortay oo ku daahiriyey, kaana doortay dumarka caalamka.",""
336,3,43,"43. Maryameey! Adeec Rabbigaa una sujuud, oo la rukuuc kuwa (Alle) u rakuuca.",""
337,3,44,"44. Kani waa wax ka mid ah wararka waxa aan muuqan ee Ghaybka ah ee aanu kuu waxyoonno (Nabiyow), lamana aad joogin markay qallamadooda tuuranayeen (si ay go’aan uga gaaraan) kooda kafaala qaadaya Maryam; lamana aad joogin markay isla doodayeen.",""
338,3,45,"45. (Xus) markay malaa’igtu tidhi: Maryameey! Alle wuxuu kuugu bishaaraynayaa Erey ka yimid Xaggiisa, magaciisuna yahay Al-Masiix, Ciisaa, ibnu Maryam, oo ku leh sharaf adduunkan iyo aakhiradaba, kana mid ah kuwaa ka ag dhow (Alle, Maalinta Qiyaamaha).",""
339,3,46,"46. Wuxuu la hadli dadka isagoo ilmo dhashay ah oo dhabta saaran iyo isagoo gar madoobe ah, oo (ahaan) mid ka mid ah kuwa wanaagsan.",""
340,3,47,"47. Waxay tidhi: Rabbiyow! Sidee baan u lahaan wiil (ii dhasha) isagoo aanu nin i taaban? (Malaggii) wuxuu yidhi: Sidaasuu Alle u abuuraa wuxuu doono. Markuu arrin gooyo wuxuu uun ku yidhaahdaa Ahow, waana yahay.",""
341,3,48,"48. Wuxuuna bari (Ciise) qoraalka, Xikmadda, Towraadda iyo Injiilka.",""
342,3,49,"49. Waana Rasuulka ilmaha Israa’iil (isagoo ku dhihi): Waxaan idiin la imid Calaamo xagga Rabbigiin ah, waxaan idiinka sameyn dhoobo wax sida muuqaal shimbir leh, markaasaan afuufi oo ay noqon shimibir Idanka Alle. Waxaan bogsiin indhoolaha iyo baraslaha, oo soo nooleyn meytida Idanka Alle, waxaan idiinka warrami waxaad cunaysaan iyo waxaad ku kaydsataan guryihiinna. Arrinkani waxaa idiinku sugan calaamo, haddaad tihiin mu'miniin.",""
343,3,50,"50. Waxaana rumeyn wixii iga horreeyey ee Towraadda ah, iyo inaan idiin xalaaleeyo qaar ka mid ah waxa la idinka xaaraameeyey. Waxaan idiin la imid calaamo xagga Rabbigiin ah. Ee Alle ka cabsada oo i Adeeca.",""
344,3,51,"51. Hubaal Alle waa Rabbigay iyo Rabbigiin, ee caabuda Isagoo Keliya, waa kane Jidka Toosan.",""
345,3,52,"52. Markiise uu Ciise ka dareemay gaalnimo xaggooda, wuxuu yidhi: Yaa iigu gargaari xagga (diinta) Alle? Xawaariyiintii waxay yidhaahdeen: Annagaa ah gargaarayaasha (diinta) Alle; waxaanu rumeynay Alle, maragna ka ahow inaanu nahay Muslimiin.",""
346,3,53,"53. Rabbigayow! Waxaanu rumeynay waxa aad soo dejisey oo Waxyi ah, oo raacnay Rasuulka, ee nagu qor (naga dhig) la jirka markhaatiyada (Alle ee kuu hoggaansan).",""
347,3,54,"54. Oo tab ayey dhigeen, Allena (sidoo kale) tab ayuu dhigay. Allaana ah Kan ugu wanaagsan inta wax tabeysa.",""
