"Translation Info:
#---------------------------
875,6,86,"86. и Исмаил и Елјеса[4], и Јунус и Лут[5] – и на сите им дадовме предност над останатите луѓе –","[4] Елјеса – Старозаветниот пророк Елизеј. Во понатамошниот текст ќе се употре­бу­ва името во изворната форма од Куранот.
[5] Лут – Старозаветниот пророк Лот. Во понатамошниот текст ќе се употребува име­то во изворната форма од Куранот."
876,6,87,"87. и некои предци нивни и потомци нивни и браќата нивни – нив ги одбравме и на Правиот пат ги упативме.",""
877,6,88,"88. Тоа е Аллаховото упатство на кое Тој им укажува на тие на кои сака од робовите Свои. А да Му припишуваа здруженик, сигурно ќе им пропаднеше тоа што го правеа.",""
878,6,89,"89. Тоа се тие на кои Ние Книги и мудрост и веровесништво им дадовме. Па ако потомците нивни не веруваат во тоа, Ние задолживме луѓе кои ќе веруваат во тоа.",""
879,6,90,"90. Нив Аллах ги упати, затоа следи го нивниот Вистински пат. Кажи: „Јас од вас не барам награда за Куранот, тој е само поука на човештвото.“",""
880,6,91,"91. Тие не го познават Аллах како што треба, штом велат: „На ниту еден човек Аллах не му објавил ништо!“ Кажи: „А кој ја објавил Книгата која ја донел Муса како светлина и патоказ за луѓето, која на листови ја ставате и ја покажувате, а многу и криете, и земате поука за тоа што ниту вие ниту предците ваши не сте го знаеле?“ Кажи: „Аллах!“ Потоа остави ги нека се забавуваат со своите лаги.",""
881,6,92,"92. А оваа Книга, која ја објавуваме, е благословена, таа ја потврдува онаа пред неа, за да ја опоменуваш Мека и останатиот свет. А тие што веруваат во оној свет, веруваат во неа и за намазите (молитвите) свои водат грижа.",""
882,6,93,"93. Кој е понеправеден од тој кој за Аллах изнесува лаги или кој вели: „Ми се објавува“, а ништо не му се објавува, или кој вели: „И јас ќе кажам исто како што Аллах објавува“. А да ти се даде да ги видиш неверниците во смртните маки, кога мелеците ќе ги испружат рацете свои кон нив: „Извадете ги своите души! Отсега со неиздржлива казна ќе бидете казнувани затоа што за Аллах изнесувавте лаги и затоа што кон доказите Негови арогантно се однесувавте“.",""
883,6,94,"94. А ќе Ни дојдете поединечно, такви какви што првиот пат ве создадовме, напуштајќи ги добрата кои ви ги даривме. „Ние не ги гледаме со вас божествата ваши кои за здруженици Му ги припишувавте, прекинати се врските меѓу вас и ви ги нема тие кои за посредници ги држевте“.",""
884,6,95,"95. Аллах прави зрната и семките да изртат. Тој од неживото изведува живо, а од живото неживо; тоа ви е, ете, Аллах, па тогаш каде се одметнувате?",""
885,6,96,"96. Тој прави зората да осамне, Тој ноќта за починок ја одреди, а Сонцето и Месечината за сметање на времето; тоа е одредбата на Силниот и Сезнајниот!",""
886,6,97,"97. Тој ви ги создаде ѕвездите за во мракот да се ориентирате според нив, на копно и море. Ние детално им ги објаснуваме знаците Наши на луѓето кои знаат!",""
887,6,98,"98. Тој ве создаде од еден човек, а потоа ви ја даде Земјата за престојување и за во неа закопани да бидете. Ние детално им ги пружаме доказите на луѓето кои разбираат.",""
888,6,99,"99. Тој од небото спушта вода, па Ние потоа со нејзина помош правиме да никнат сите видови растенија и од него да израсне зеленило, а од него класје густо, и од палмите, од семките, гроздови лесни за берење, и градини со лоза засадени, особено маслинки и шипинки, слични и различни. Набљудувајте ги, затоа, плодовите нивни, кога ќе се појават и кога зреат. Тоа е, навистина, доказ за луѓето кои веруваат!",""
889,6,100,"100. Неверниците ги сметаат џините[6] за рамни на Аллах, а Тој нив ги создал, и измислија, не мислејќи што зборуваат, дека Тој има синови и ќерки. Славен и чист е Тој и многу високо над тоа како што тие Го опишуваат!","[6] Џини – демони. Божјо создание од оган, и како и човекот има слободна волја, па затоа од нив има и верници и неверници (кои му служат на сатаната и се наре­ку­ваат шејтани/ѓаволи). Во нивната изворна форма, џините се невидливи за лу­ѓе­то, но можат да влијаат врз нив."
890,6,101,"101. Тој е Создателот на небесата и на Земјата! Од каде Му Нему дете кога нема жена, Тој создава сè и само Тој знае сè!",""
891,6,102,"102. Тоа е Аллах, Господарот ваш, нема друг бог освен Него, Создателот на сè; затоа Него обожувајте Го; Тој бдее над сè!",""
892,6,103,"103. Погледите до Него не можат да допрат, а Тој допира до погледите; Тој е Милостив и упатен во сè.",""
893,6,104,"104. „Од Господарот ваш ви доаѓаат докази, па тој што гледа – тоа во своја корист го прави, а тој што е слеп – на своја штета е слеп, а јас не сум ваш чувар“.",""
894,6,105,"105. И ете, така Ние на разни начини ги изложуваме доказите за тие да кажат: „Ти го учеше тоа!“ – и за да им го објасниме тоа на луѓето што знаат.",""
895,6,106,"106. Ти следи го тоа што ти го објавува Господарот твој – друг бог освен Него нема! – и многубошците избегнувај ги!",""
896,6,107,"107. Да сака Аллах, тие не би Му здружувале никого, а Ние не те сторивме нивен чувар, ниту си ти нивни старател.",""
897,6,108,"108. Не навредувајте ги тие на кои, покрај Аллах, им се молат, за и тие да не Го навредат Аллах, неправедно и не размислувајќи што зборуваат. Како и на овие, така на секој народ постапките нивни им ги претставувавме како убави. Тие, на крајот, на својот Господар ќе Му се вратат, па Тој ќе ги извести за тоа што го работеле.",""
898,6,109,"109. Тие се колнат во Аллах, со најтешката заклетва, дека ако им дојде чудо, сигурно поради тоа верници ќе станат. Кажи: „Сите чуда се само кај Аллах!“ А од каде знаете вие, можеби тие, кога тоа би им дошло, би станале верници?",""
899,6,110,"110. А Ние срцата нивни и очите нивни ги вртиме, па нема да веруваат како што не веруваа ни претходно, и ги оставивме да талкаат збунети во својата осиленост!",""
900,6,111,"111. Кога би им ги испратиле мелеците, и кога мртвите би им проговориле, и кога пред нив очигледно сите докази би ги собрале, тие пак не би верувале, освен ако би сакал Аллах, но мноштвото од нив не знае.",""
901,6,112,"112. Така на секој веровесник непријатели му одредувавме, шејтани во вид на луѓе и џини кои едни на други украсени разговори им зборуваа за да ги измамат; а да сакаше Господарот твој, тие тоа немаше да го сторат; затоа ти остави ги нив и тоа што го измислуваат;",""
902,6,113,"113. и за срцата на тие што во оној свет не веруваат да бидат склони кон тоа и задоволни со тоа, и за да ги сторат гревовите коишто ги сторија.",""
903,6,114,"114. „Зошто покрај Аллах да барам друг судија, кога Тој ви ја објавува Книгата во детали?“ А тие на коишто Ние им ја дадовме Книгата, добро знаат дека Куранот го објавува Господарот твој, со Вистината, затоа ти никако не се сомневај!",""
904,6,115,"115. Зборовите на Господарот твој се врв на вистината и правдата; Неговите зборoви никој не може да ги измени и Тој сè слуша и сè знае.",""
905,6,116,"116. Кога ти би им се покорувал на мноштвото од жителите на Земјата, тие од Аллаховиот пат би те одвратиле; тие само по претпоставките се поведуваат и тие само невистината ја говорат.",""
906,6,117,"117. На Господарот твој добро Му се познати тие што скршнале од Неговиот пат и Тој најдобро ги знае тие што се на Вистинскиот пат.",""
907,6,118,"118. Затоа јадете го тоа при чие колење е спомнато Аллаховото име, ако верувате во Неговите ајети.",""
908,6,119,"119. А зошто да не го јадете тоа при чие колење е спомнато Аллаховото име кога Тој ви го објасни тоа што ви го забрани – освен кога сте присилени; многумина, според желбите свои, немајќи за тоа никакво знаење, ги заведуваат другите во заблуда. А Господарот твој добро ги знае тие што во злото секаква мерка преминуваат.",""
909,6,120,"120. Не грешете ниту јавно ниту тајно! Тие што грешат сигурно ќе бидат казнети за тоа за што згрешиле.",""
910,6,121,"121. Не јадете го тоа при чие колење не е спомнато Аллаховото име, тоа е навистина, грев! А шејтаните ги наведуваат штитениците свои да се расправаат со вас, па кога би им се покориле, и вие, сигурно, многубошци би станале.",""
911,6,122,"122. Зарем е ист тој што бил во мртвило, а кого Ние го оживеавме и му дадовме светло со помош на кое меѓу луѓето се движи, со тој што е во темнината од која не излегува? А на неверниците им се чини убаво тоа што го прават.",""
912,6,123,"123. И исто така Ние сторивме во секој град првенците да станат грешници и во него замки да поставуваат, но тие само себеси замки си поставуваат, а да не забележуваат.",""
913,6,124,"124. А кога ним им доаѓа доказ, тие велат: „Ние нема да веруваме сè додека и нам не ни се даде нешто слично на тоа што им е дадено на Аллаховите Пратеници“. А Аллах најдобро знае кому ќе му го довери пратеништвото Свое. Тие што грешат сигурно ќе ги стигне понижување и страдање големо од Аллах, затоа што прават интриги.",""
914,6,125,"125. Тој што Аллах сака да го упати, Тој срцето негово кон исламот му го расположува, а тој што сака да го заблуди, Тој срцето негово го стегнува и уморно го прави, како кога прави напор на небото да се искачи. Ете, така Аллах прави шејтанот да ги надвладее тие што не веруваат.",""
915,6,126,"126. Ова е Правиот пат од Господарот твој. А Ние им ги објаснуваме доказите на луѓето кои примаат поука.",""
916,6,127,"127. Нив ги чека Куќата на спасот кај Господарот нивен; Тој ќе биде нивен заштитник поради тоа што го правеле.",""
917,6,128,"128. А на Денот кога Тој сите ќе ги собере: „О, групо шејтани, вие многу луѓе заведовте!“ „Господару наш,“ – ќе речат луѓето, штитеници нивни – „ние меѓусебно си бевме од корист и стигнавме до рокот наш кој Ти ни го одреди!“ „Огнот ќе биде престојувалиштето ваше,“ – ќе рече Тој – „во него вечно ќе останете, освен ако Аллах не одреди поинаку“. Господарот твој е навистина Мудар и Сезнаен!",""
918,6,129,"129. Ете така Ние им ја препуштаме власта на едни насилници над други поради тоа што го заработија.",""
919,6,130,"130. „О, групо од џини и луѓе, зарем не ви доаѓаа Пратеници од редовите ваши кои ајетите Мои ви ги кажуваа и ве опоменуваа дека овој ваш ден ќе го дочекате?“ Нив животот на Земјата ги беше измамил и тие сами против себе ќе посведочат дека биле неверници.",""
920,6,131,"131. Така е, бидејќи Господарот твој не уништуваше села и градови поради насилството нивно, без претходни опомени кон нивните жители.",""
921,6,132,"132. На сите ќе им припадне награда или казна, според тоа како постапувале, а Господарот Твој не е немарен кон тоа што го правеа.",""
922,6,133,"133. Господарот твој е Независен и Милостив. Ако сака, ќе ве тргне, по вас, тие кои Тој сака ќе ги донесе, како што ве создаде вас од потомствата на другите народи.",""
923,6,134,"134. Тоа со што ви се заканува, навистина ќе дојде и вие нема да стигнете да избегате!",""
924,6,135,"135. Кажи: „О, народе мој, правете сè што можете, а ќе правам и јас; ќе дознаете вие кого го чека среќен крај!“ Насилниците сигурно нема да успеат!",""
925,6,136,"136. Тие одредуваат за Аллах дел од реколтата и дел од добитокот, кој Тој го создал, па велат: „Ова е за Аллах,“ – тврдат тие – „а ова за божествата наши!“ Меѓутоа, тоа што е наменето на божествата нивни не доспева до Аллах, додека тоа што е одредено за Аллах доспева до божествата нивни. Како лошо судат тие!",""
926,6,137,"137. На голем број многубошци, така исто, шејтаните нивни, убивањето на сопствените деца им го разубавија, за да ги упропастат и во верата нивна да ги збунат. А да сакаше Аллах, тие тоа немаше да го прават. Затоа остави ги и нив и нивните измислици!",""
927,6,138,"138. Тие велат: „Овој и овој добиток и тие и тие земски плодови се забранети, смеат да ги јадат само тие на кои ние ќе им дозволиме,“ – тврдат тие – „а овие и овие камили е забрането да се јаваат“. А тие што кои при колење на добиток не го спомнуваат Аллаховото име, измислувајќи лаги за Него, Тој сигурно ќе ги казни поради тоа што го измислуваат.",""
928,6,139,"139. Тие велат: „Тоа што е во утробите на овој и овој добиток дозволено им е само на нашите мажи, а забрането им е на нашите жени. А ако плодот се изјалови, тогаш во тоа се соучесници“. Аллах ќе ги казни за невистините нивни кои ги говорат, Тој е Мудриот и Сезнајниот!",""
929,6,140,"140. Тие што од лекоумност и не знаејќи што прават, децата свои ги убиваат и кои тоа што Аллах им го подарил го сметаат за забрането, говорејќи невистини за Аллах, сигурно ќе настрадаат. Тие заталкале и не знаат што прават.",""
930,6,141,"141. Тој ги создава градините, заградени и незаградени, и палмите и посевите со различни вкусови, и маслинките и шипинките, слични и различни; јадете ги плодовите нивни кога ќе дадат плод, и дадете го на денот на жетвата и на бербата тоа на што другите имаат право, и не трошете неумерено, бидејќи Тој не ги сака неумерените!",""
931,6,142,"142. И добитокот кој се товари и се коле, јадете дел од тоа со што ве снабдува Аллах, а не следете ги шејтановите стапки, бидејќи тој ви е вистински непријател,",""
932,6,143,"143. и тоа осум вида: пар овци и пар кози. Кажи: „Дали Тој ги забрани мажјаците или женките или тоа што се наоѓа во утробите на женките? Кажете ми, и докажете, ако е вистина тоа што го велите“.",""
933,6,144,"144. И пар камили и пар говеда. Кажи: „Дали Тој ги забрани мажјаците и женките и тоа што се наоѓа во утробите на женките? Дали вие бевте присутни кога Аллах ви го пропиша тоа?“ Има ли тогаш понеправеден од тој што, без вистинско знаење, измислува лаги за Аллах со цел да ги доведе луѓето во заблуда? Аллах сигурно нема да им укаже на вистинскиот пат на луѓето кои се неправедни.",""
934,6,145,"145. Кажи: „Јас не гледам во ова што ми се објавува дека на некого му е забрането да јаде што било друго освен мрша, или крв која истекува, или свинско месо, тоа е навистина нечисто, или што како грев е заклано во нечие друго, а не во името на Аллах“. А на тој што ќе биде принуден, но не од желба, туку само колку гладот да го прекине, Господарот твој навистина ќе му прости и Милостив ќе биде.",""
935,6,146,"146. На eвреите сите животни кои имаат копита или канџи им ги забранивме, а од говедата и од ситниот добиток, нивниот лој, освен тој од грбот или од цревата, или тој што е помешан со коските. Со тоа поради насилството нивно ги казнивме; и Ние, навистина, ја зборуваме вистината.",""
936,6,147,"147. А ако тие нема да ти веруваат, ти кажи: „Господарот ваш е неизмерно Милостив, но казната Негова нема да го заобиколи народот грешен.“",""
937,6,148,"148. Многубошците ќе велат: „Да сакаше Аллах, ние немаше да Му припишуваме здруженици, а ниту предците наши, ниту ќе сторевме нешто забрането“. Така исто и тие пред нив негираа, сè додека Нашата казна не ја искусија. Кажи: „Имате ли некаков доказ да ни изнесете? Вие само според претпоставките се раководите и вие само невистината ја зборувате“.",""
938,6,149,"149. Кажи: „Аллах има потполн доказ, и кога Тој би сакал, на сите би им укажал на Вистинскиот пат!“",""
939,6,150,"150. Кажи: „Доведете ги тие свои сведоци, тие што ќе посведочат дека Аллах тоа го забранил!“ Па ако тие посведочат, ти немој да им поверуваш и не води се по желбите на тие кои Нашите докази ги сметаат за лажни и кои во оној свет не веруваат и кои здруженици на Господарот свој Му припишуваат!",""
940,6,151,"151. Кажи: „Дојдете да ви кажам што ви пропишува Господарот ваш: ништо да не Му здружувате, на родителите добрина да им правите, децата свои, поради сиромаштија, да не ги убивате, – Ние и вас и нив ги храниме – не приближувајте им се на лошите дела, било јавни или тајни; не убивајте го тој кого Аллах забранил да се убие, освен кога тоа правдата го бара, – ете, Тој тоа ви го препорачува за да размислите –",""
941,6,152,"152. и до имотот на сирачето да не се доближувате, освен на најубав начин, сè додека не стане полнолетно, и правилно да мерите, – Ние никого преку неговите можности не го задолжуваме – и кога зборувате, зборувајте праведно, па дури и да се однесува и на роднините, и обврските кон Аллах да ги исполнувате!“ – ете, Тој тоа ви го наредува за да земете поука.",""
942,6,153,"153. И навистина, ова е Мојот Прав пат па следете го него, други патишта не следете, па да ве одвојат од Патот Негов; – ете, Тој тоа ви го наредува, за да бидете богобојазливи.",""
943,6,154,"154. Ние на Муса Книга му дадовме за да ја направиме потполна благодатта на тој што според неа ќе постапува и како објаснување на сè и упатство и милост, за тие да поверуваат дека пред Господарот свој ќе застанат.",""
944,6,155,"155. А оваа Книга која ја објавуваме е благословена, затоа следете ја и бидете богобојазливи за да ви се укаже милоста,",""
945,6,156,"156. и за да не кажете: „Книгата е објавена на двете вероисповести пред нас, но ние не знаеме да ја читаме како нив“.",""
946,6,157,"157. И да не кажете: „Нам да ни беше објавена Книгата, ќе се држевме на Вистинскиот пат подобро од нив“. Па ви се објавува, ете, од Господарот ваш јасен доказ и упатство и милост; и има ли тогаш понеправеден од тој што Аллаховите докази не ги признава и од нив одвраќа? А Ние со тешка мака ќе ги казниме тие што од доказите Наши одвраќаат, затоа што тоа постојано го прават!",""
947,6,158,"158. Зарем тие чекаат мелеци да им дојдат, или Господарот твој да им дојде, или некои предзнаци од Господарот твој? Тој ден кога некои предзнаци од Господарот твој ќе дојдат, на ниту еден човек нема да му биде од корист тоа што тогаш ќе верува, ако претходно не верувал или ако не сторил, како верник, некакво добро. Кажи: „Само вие чекајте, и ние, навистина, ќе чекаме!“",""
948,6,159,"159. Ти немаш ништо со тие кои верата своја ја распарчија и во секти се поделија, Аллах за нив ќе се погрижи. Тој ќе ги извести за тоа што го правеа.",""
949,6,160,"160. Кој ќе стори добро дело, ќе биде десетократно награден, а кој ќе стори лошо дело, ќе биде само според заслугата казнет, и нема да им се стори неправда!",""
950,6,161,"161. Кажи: „Мене Господарот мој на Правиот пат ме упати, во вистинската вера, верата на правоверниот Ибрахим, а тој не беше идолопоклоник“.",""
951,6,162,"162. Кажи: „Клањањето мое, и обредите мои, и животот мој, и смртта моја, навистина Му се посветени на Аллах, Господарот на световите,",""
952,6,163,"163. Кој нема соучесник; тоа ми е наредено и јас сум првиот муслиман“.",""
953,6,164,"164. Кажи: „Зарем за Господар да барам некој друг освен Аллах, кога Тој е Господар на сè?“ Што и да направи некој, за себе си прави, и секој грешник само својот товар ќе си го носи. На крајот кај Господарот свој ќе се вратите и Тој ќе ве извести за тоа за што не се согласувавте.",""
954,6,165,"165. Тој ве направи едни по други на Земјата да се сменувате и Тој според положбата едни над други ве издигнува за да ве искуша во тоа што ви го дава. Господарот твој навистина брзо казнува, но Тој и простува и Милостив е!",""
955,7,1,"1. Елиф-лам-мим-сад.",""
956,7,2,"2. Ова е Книга која ти се објавува и во градите немој да имаш никаква тешкотија поради неа, со неа да опоменуваш, и на верниците да им биде поука.",""
957,7,3,"3. Следете го тоа што ви се објавува од вашиот Господар и не земајте, покрај Него, некој друг како заштитник! А колку малку примате поука!",""
958,7,4,"4. Колку само градови Ние разоривме! И казната Наша им доаѓаше и ноќе и дење кога би прилегнувале,",""
959,7,5,"5. а кога Нашата казна би ги затекнала, плачот нивен се сведуваше само на зборовите: „Навистина бевме насилници!“",""
960,7,6,"6. И сигурно ќе ги прашаме тие на кои им испраќавме Пратеници, а ќе ги прашаме и Пратениците,",""
961,7,7,"7. и ќе им изложиме сè што знаеме веродостојно за нив, бидејќи Ние не бевме отсутни.",""
962,7,8,"8. Мерењето тој ден ќе биде праведно: тие чиишто добри дела ќе бидат потешки, тие ќе постигнат што сакаат;",""
963,7,9,"9. а тие чиишто добри дела ќе бидат лесни, тие, затоа што доказите Наши не ги признаваа, ќе страдаат.",""
964,7,10,"10. Ние на Земјата ве сместивме и на неа сè што ви е потребно за живот ви дадовме. А вие премалку заблагодарувате!",""
965,7,11,"11. Ние Адем го создадовме и потоа облик му дадовме, а потоа на мелеците им рековме: „Поклонете му се на сеџда!“ – и тие му се поклонија на сеџда, освен Иблис; тој не беше од тие што сторија сеџда.",""
966,7,12,"12. „Што те наведе да не му се поклониш со сеџда кога ти наредив?“ – праша Тој. „Јас сум подобар од него; мене од оган ме создаде, а него од глина.“ – одговори.",""
967,7,13,"13. „Е тогаш излегувај од Џенетот!“ – рече Тој – „Не ти прилега во него да си вообразен; излегувај, ти си од презрените!“",""
968,7,14,"14. „Дај ми време до денот на нивното оживување!“ – замоли тој.",""
969,7,15,"15. „Ти се дава време!“ – рече Тој.",""
970,7,16,"16. „Затоа што ме доведе во заблуда,“ – кажа тој – „се колнам дека на Твојот Прав пат ќе ги пресретнувам,",""
971,7,17,"17. па ќе им приоѓам и пред нив, и зад нив, и оддесно и одлево, и Ти мнозинството од нив нема да ги најдеш благодарни!“",""
972,7,18,"18. „Излегувај од него, покуден и понижен!“ – рече Тој. „Со тебе и со сите тие што ќе те следат ќе го наполнам џехенемот!“",""
973,7,19,"19. „О, Адеме, ти и жената твоја во Џенетот живејте и од каде што сакате јадете, само на ова дрво не му се приближувајте, за кон себеси да не згрешите!“",""
974,7,20,"20. И шејтанот почна да им дошепнува за да им ги разоткрие срамните места нивни, кои им беа скриени, и рече: „Господарот ваш ви го забранува ова дрво само за да не станете мелеци или за да не бидете бесмртни!“",""
975,7,21,"21. – и им се колнеше: „Јас сум ви, навистина, искрен советник!“",""
976,7,22,"22. И со измама ги заведе. А кога тие од дрвото вкусија, срамните места нивни им се покажаа и тие на себе џенетско лисје да ставаат почнаа. „Зарем тоа дрво не ви го забранив?!“ – ги повика Господарот нивен – „и ви реков: ‚Шејтанот ви е, навистина, отворен непријател. ‘“",""
977,7,23,"23. „Господару наш,“ – рекоа тие – „самите себеси насилство си сторивме, и ако Ти не ни простиш и не ни се смилуваш, сигурно ќе бидеме изгубени.“",""
978,7,24,"24. „Излегувајте!“ – рече Тој – „Меѓусебно непријатели ќе бидете! На Земјата ќе престојувате и до одредено време ќе уживате.",""
979,7,25,"25. На неа ќе живеете, на неа ќе умирате и од неа оживеани ќе бидете“. – рече Тој.",""
980,7,26,"26. О, синови Адемови, ви дадовме облека која ќе ги покрива срамните места ваши, а и раскошни костуми, но облеката на богобојазливоста е најдобрата. Тоа се некои Аллахови докази за тие да примат поука.",""
981,7,27,"27. О, синови Адемови, нека не ве заведе шејтанот никако, како што ги изведе родителите ваши од Џенетот, соблекувајќи ја од нив облеката нивна за да им ги покаже срамните места нивни! Тој ве гледа, тој и војските негови, од каде што вие нив не ги гледате. Ние шејтаните ги направивме заштитници на тие што не веруваат.",""
982,7,28,"28. А кога ќе сторат некое лошо дело, велат: „Ги затекнавме предците наши дека тоа го прават, а и Аллах тоа ни го заповедал“. Кажи: „Аллах не заповедува да се прават лоши дела! Зошто за Аллах го зборувате тоа што не го знаете?“",""
983,7,29,"29. Кажи: „Господарот мој наредува праведност! И обраќајте Му се само Нему кога го извршувате намазот (молитвата), и молете Му се искрено исповедајќи Му ја верата! Како што првиот пат ве создаде, на истиот начин повторно ќе ве оживее.",""
984,7,30,"30. Тој, на едните на Вистинскиот пат им укажува, а другите со право заслужија заблуда, бидејќи тие, наместо Аллах, шејтаните за заштитници ги земаат и мислат дека се упатени.",""
985,7,31,"31. О, синови Адемови, облечете се убаво кога сакате намазот (молитвата) да го извршите! И јадете и пијте, но не претерувајте! Тој не ги сака тие што претеруваат.",""
986,7,32,"32. Кажи: „Кој ги забрани Аллаховите украси, кои Тој за робовите Свои ги создаде, и вкусната храна?“ Кажи: „Тие се за верниците на овој свет, а и на оној свет се само за нив“. Ете, така Ние подробно ги изложуваме доказите на луѓето кои знаат.",""
987,7,33,"33. Кажи: „Господарот мој го забранува развратот, и јавниот и скриениот, и гревовите, и неоправданата примена на сила, и на Аллах да Му ги здружувате тие за кои Тој никаков доказ не објавил, и за Аллах да го зборувате тоа што не го знаете!“",""
988,7,34,"34. Секој народ има свој крај, и кога ќе дојде неговиот крај, нема да може ниту за миг да го одложи ниту да го забрза.",""
989,7,35,"35. О, синови Адемови, кога меѓу вас самите ќе ви доаѓаат Пратеници кои прописите Мои ќе ви ги објаснуваат – тогаш тие што ќе се плашат од Аллах и што ќе прават добри дела од ништо нема да се плашат ниту за што било ќе тагуваат;",""
990,7,36,"36. а тие што доказите Наши ќе ги негираат, и од нив горделиво ќе се свртуваат, ќе бидат жители во Огнот, во него вечно ќе останат!",""
991,7,37,"37. Има ли, тогаш, понеправеден од тој што за Аллах говори лаги и не ги признава Неговите ајети? Таквите ќе го добијат сето тоа што им е запишано. Но, кога мелеците Наши ќе дојдат душите да им ги земат, ќе запрашаат: „А каде се тие кои, наместо Аллах, ги повикувавте?“ – „Ни се изгубија“. – ќе одговорат, и самите против себе ќе посведочат дека биле неверници.",""
992,7,38,"38. Влегувајте во Џехенемот со народите, со џините и луѓето кои пред вас постоеја и исчезнаа!“ – ќе рече Тој. И кога и да влезе некој нов народ, ќе го проколнува оној по кој во неверувањето се повел. А кога во него сите ќе се соберат, тогаш обичните луѓе ќе им кажат за предводниците свои: „Господару наш, овие во заблуда нè одведоа, затоа дај им двојна казна во Огнот!“ – „За сите ќе биде двојна!“ – ќе рече Тој – „Но вие не знаете“.",""
993,7,39,"39. А предводниците ќе му речат на обичниот народ: „Па вие немате никаква предност пред нас! Затоа искусете ја казната за тоа што го правевте“.",""
994,7,40,"40. За тие што доказите Наши ќе ги негираат и кон нив со арогантност ќе се однесуваат, портите небески нема да се отворат, и попрво камила низ иглен отвор ќе помине, отколку што тие во Џенетот ќе влезат. Ете, така Ние ќе ги казниме грешниците.",""
995,7,41,"41. Во Џехенемот постелите и прекривките од оган ќе им бидат. Ете, така Ние ќе ги казниме неверниците.",""
996,7,42,"42. А тие што ќе веруваат и ќе прават добри дела – Ние никого не задолжуваме над неговите можности – ќе бидат жители на Џенетот, во него вечно ќе останат!",""
997,7,43,"43. Од нивните гради злобноста ќе ја отстраниме; под нив реки ќе течат, и тие ќе велат: „Сета благодарност Му припаѓа на Аллах, Кој на Вистинскиот пат нè упати; ние не би биле на Вистинскиот пат, да не нè упатеше Аллах, Пратениците на Господарот наш, навистина, вистината ја носеа.“ – и на нив ќе им се повика: „Тој Џенет во наследство го добивте за тоа што го правевте!“",""
