"Translation Info:
#---------------------------
571,4,78,"78. „Kas tu bebūtum, mirtis užklups tave net jei esi tvirtovėje, pastatytoje stipriai ir aukštai!” O jei kas gera ištinka juos, jie sako: „Tai iš Allaho.“, tačiau jei kas bloga juos ištinka, jie sako: „Tai iš tavęs (Muchammedai ﷺ).“ Sakyk: „Viskas yra iš Allaho.“ Taigi, kas yra šiems žmonėms, kad jie nesuvokia nė vieno žodžio?",""
572,4,79,"79. Visa, kas gera pasiekia jus, yra iš Allaho, tačiau visa, kas bloga ištinka jus, - tai iš jūsų pačių. Ir Mes siuntėme tave (Muchammedai ﷺ) kaip Pasiuntinį žmonijai ir Allahas yra Pakankamas kaip Liudytojas.",""
573,4,80,"80. Tas, kuris paklūsta Pasiuntiniui (Muchammedui ﷺ), iš tiesų pakluso Allahui, tačiau tas, kuris nusigręžia, tada mes nesiuntėme tavęs (Muchammedai ﷺ) kaip jų sargo.",""
574,4,81,"81. Jie sako: „Mes esame paklusnūs.“ Tačiau kai jie palieka tave (Muchammedai ﷺ), dalis jų praleidžia visą naktį planuodami kitką, nei tu sakai. Tačiau Allahas įrašo jų naktinius (planavimus). Taigi atsitraukite nuo jų (nebauskite jų), ir pasitikėkite Allahu. Ir Allahas yra Visada Pakankamiausias reikalų Tvarkytojas.",""
575,4,82,"82. Argi jie tada neapmąsto Korano atidžiai? Jei tai būtų iš ko nors kito, nei Allahas, jie tikrai būtų radę tame daugybę prieštaravimų.",""
576,4,83,"83. Kai pasiekia juos koks dalykas, liečiantis (viešąjį) saugumą arba baimę, jie paskelbia tai (tarp žmonių). Jeigu tik jie būtų perdavę tai Pasiuntiniui arba tiems, kurie yra atsakingi valdžioje jiems, tinkami tyrėjai būtų sužinoję tai iš jų (tiesiogiai). Jei ne Allaho Malonė ir Gailestingumas jums, jūs pasektumėte Šaitan (Šėtonu), išskyrus kelis iš jūsų.",""
577,4,84,"84. Taigi kovok (Muchammedai ﷺ ) vardan Allaho. Tu nesi apsunkintas (atsakomybe) išskyrus už save. Ir ragink tikinčiuosius (kovoti kartu su tavimi), gali būti, kad Allahas sulaikys netikinčiųjų blogą jėgą. Ir Allahas yra Stipresnis Galia ir Stipresnis bausdamas.",""
578,4,85,"85. Kas užtaria dėl geros priežasties, gaus atlygį už tai, ir kas užtaria dėl blogos priežasties, dalinsis to našta. Ir Allahas yra Visada Visa Galintis daryti (ir taip pat Visa Liudijantis) viskam.",""
579,4,86,"86. Kai esate pasveikinti pasisveikinimu, pasisveikinkite atgal su tuo, kas geriau nei tai, arba (bent jau) tokiu pačiu. Be abejonės, Allahas yra Visada Atidus Atsiskaitymu visuose dalykuose.",""
580,4,87,"87. Allahas! La ilaha illa Huva (niekas neturi teisės būti garbinamas, tik Jis). Iš tiktųjų, Jis surinks jus kartu Prikėlimo Dieną, dėl kurios nėra jokios abejonės. Ir kas yra teisesnis žodžiuose nei Allahas?",""
581,4,88,"88. Taigi, kas jums yra, kad jūs pasidalinę į dvi grupes dėl veidmainių? Allahas įmetė juos atgal (į netikėjimą), dėl to, ką jie įgijo. Ar jūs norite išvesti tą, kurį Allahas paklaidino? Ir tam, kurį Allahas paklaidino, jūs niekada nerasite jokių išeičių (teisingam vedimui).",""
582,4,89,"89. Jie trokšta, kad jūs paliktumėte Tikėjimą, kaip ir jie paliko (Tikėjimą), ir tuo būdu kad jūs visi taptumėte lygūs (vienodi). Taigi nelaikykite Aulija (globėjais ar draugais) iš jų, kol jie neemigruos vardan Allaho (pas Muchammedą ﷺ ). Tačiau, jei jie nusigręžia (nuo islamo), griebkite ir žudykite kur tik rasite juos, ir nelaikykite jų nei Aulija (globėjais ar draugais), nei padėjėjais.",""
583,4,90,"90. Išskyrus tuos, kurie prisijungia prie grupės, tarp kurios ir jūsų yra (taikos) sutartis, arba tuos, kurie priartėja prie jūsų su krūtinėmis, kurios susilaiko nuo kovojimo su jumis kaip ir kovojimo su savais žmonėmis. Jei Allahas būtų panorėjęs, iš tiesų, Jis būtų suteikęs jiems galią prieš jus ir jie būtų jus nugalėję. Taigi, jei jie pasišalina nuo jūsų ir nekovoja prieš jus, ir pasiūlo jums taiką, tada Allahas neatveria jums kelio prieš juos.",""
584,4,91,"91. Jūs sutiksite kitus, kurie nori apsaugos nuo jūsų ir apsaugos nuo savo žmonių. Kaskart, kai jie yra grąžinami į pagundą, jie jai pasiduoda. Jei jie nepasišalina nuo jūsų - nei pasiūlo jums taiką, nei sulaiko savo rankų - griebkite juos ir žudykite, kur tik rasite. Jų atveju, Mes suteikėme jums aiškią garantiją prieš juos.",""
585,4,92,"92. Neleidžiama tikinčiajam žudyti tikinčiojo, išskyrus (jei tai yra) netyčia. Ir kas nužudo tikintyjį netyčia, (įsakyta kad) jis turi išlaisvinti tikintįjį vergą ir kompensacija (kraujo pinigai, t. y. Dija) turi būti suteikiama velionio šeimai, nebent jie atleidžia. Jei velionis priklausė žmonėms, kariaujantiems su jumis, ir jis buvo tikintysis, - (įsakytas) tikinčiojo vergo išlaisvinimas. O jei jis priklausė žmonėms, su kuriais jūs turite abipusės sąjungos sutartį, kompensacija (kraujo pinigai – Dija) turi būti sumokėti jo šeimai ir tikintis vergas turi būti išlaisvintas. O kam tai (bausmė išlaisvinant vergą) ne pagal jo išgales, jis turi pasninkauti du mėnesius iš eilės, siekiant, kad Allahas priimtų atgailą. Ir Allahas yra Visada Visa Žinantis, Visa Išmanantis.",""
586,4,93,"93. O kas nužudo tikintįjį tyčia, jo atlygis yra Pragaras – gyventi jame. Ir Allaho Rūstybė bei Prakeiksmas ir didelė bausmė paruošta jam.",""
587,4,94,"94. O jūs, kurie tikite! Kai jūs einate (kovoti) vardan Allaho, liudykite (tiesą) ir nesakykite niekam, kas sveikinasi su jumis (priimdami islamą): „Tu nesi tikintis.“, siekdami greitai gendančių šio žemiškojo gyvenimo daiktų. Daug daugiau naudos ir grobio yra pas Allahą. Vienodai, koks jis yra dabar, buvote jūs patys prieš tai, kol Allahas suteikė jums Savo Malones (t. y. atvedė jus į islamą), taigi būkite atsargūs diskriminuoti. Allahas yra Visada Gerai Žinantis apie tai, ką jūs darote.",""
588,4,95,"95. Nelygūs yra tie tikintieji, kurie sėdi (namie), išskyrus tuos, kurie yra neįgalūs (dėl sužeidimo, akli arba luoši), ir tie, kurie stipriai stengiasi ir kovoja vardan Allaho su savo turtu ir savo gyvybėmis. Allahas paaukštino ranguose tuos, kurie stipriai stengiasi ir kovoja su savo turtu ir gyvybėmis, virš tų, kurie sėdi (namie). Kiekvienam Allahas pažadėjo gerą (Rojų), tačiau Allahas paaukštino tuos, kurie stipriai stengiasi ir kovoja, virš tų, kurie sėdi (namie), didžiu atlygiu.",""
589,4,96,"96. (Aukštesni) rangai iš Jo, ir Atleidimas ir Gailestingumas. Ir Allahas yra Visada Dažnai Atleidžiantis, Gailestingiausiasis.",""
590,4,97,"97. Iš tiesų, dėl tų, kuriuos angelai paima (po mirties), kol jie klaidino save (nes jie pasiliko tarp netikinčiųjų, nors jiems buvo privaloma persikelti), jie (angelai) sako (jiems): „Kokioje (būklėje) jūs buvote?“ Jie atsako: „Mes buvom silpni ir engiami žemėje.“ Jie (angelai) sako: „Argi Allaho žemė nebuvo pakankamai plati jums persikelti?“ Tokie žmonės ras savo buveinę Pragare – Koks blogas tikslas! [16]","[16] Žr. ajos 3:149 išnašą."
591,4,98,"98. Išskyrus silpnuosius iš vyrų, moterų ir vaikų, kurie negali sugalvoti plano, nei jie sugeba vadovauti sau?",""
592,4,99,"99. Tai tie, kuriems Allahas tikėtina, kad atleis. Ir Allahas yra Visada Dažnai Dovanojantis, Dažnai Atleidžiantis.",""
593,4,100,"100. Kas persikelia (iš savo namų) vardan Allaho, ras žemėje daugybę gyvenimo vietų ir gausų gyvenimą. Ir kas palieka savo namus kaip išeivis dėl Allaho ir Jo Pasiuntinio, ir ką užklumpa mirtis, jo atlygis tada tikrai priklauso nuo Allaho. Ir Allahas yra Visada Dažnai Atleidžiantis, Gailestingiausias.",""
594,4,101,"101. Ir kai jūs (musulmonai) keliaujate žeme, nėra jums nuodėmės, jei jūs sutrumpinate As-Salat (maldą), jei bijote, kad netikintieji gali jus išbandyti (pulti jus ir t. t.). Iš tiesų, netikintieji visada yra jums aiškūs priešai.",""
595,4,102,"102. O kai tu (Muchammedai ﷺ ) esi tarp jų ir vedi juos As-Salat (maldoje), lai viena jų dalis stovi [Salat (maldoje)] su tavimi, pasiėmę ginklus. Kai jie pabaigia savo suklupimą, lai jie užima vietą užnugaryje ir lai ateina kita jų dalis, kuri dar nesimeldė, ir lai jie meldžiasi su tavimi, laikydamiesi visų atsargumo priemonų ir laikydami ginklus. Tie, kurie netiki, trokšta, jums esant aplaidiems su savo ginklais ir savo kariuomenės vežiojamu turtu, užpulti jus vienu puolimu. Tačiau, nėra jums nuodėmės sudėti savo ginklus, jei nepatogu dėl lietaus arba jei jūs sergate, tačiau laikykitės visų atsargumo priemonių dėl savęs. Iš tiesų, Allahas paruošė žeminančią bausmę netikintiesiems.",""
596,4,103,"103. Pabaigę As-Salat (bendruomeninę maldą), prisiminkite Allahą stovėdami, sėdėdami ir (gulėdami) ant savo šonų, tačiau kai jūs nesate pavojuje, atlikite As-Salat (Ikamat-as-Salat). Iš tiesų, As-Salat (malda) yra įsakyta tikintiesiems nustatytomis valandomis.",""
597,4,104,"104. Ir nebūkite silpni persekiodami priešą. Jei jūs kenčiate (sunkumus), tada tikrai, jie (taip pat) kenčia (sunkumus) kaip ir jūs kenčiate, tačiau jūs turite viltį iš Allaho (dėl atlygio, t. y. Rojų) tokį, kurio jie nesitiki. Ir Allahas yra Visada Visa Žinantis, Visa Išmanantis.",""
598,4,105,"105. Iš tiesų, Mes nuleidome tau (Muchammedai ﷺ ) Knygą (šį Koraną) tiesoje, kad tu spręstumei tarp žmonių pagal tai, ką Allahas parodė tau (t. y. išmokė tave per Dieviškąjį Apreiškimą), taigi nebūk užtarėjas išdavikams.",""
599,4,106,"106. Ir prašyk Allaho Atleidimo [17]. Iš tiesų, Allahas yra Visada Dažnai Atleidžiantis, Gailestingiausiasis.","[17] Pranašas ﷺ prašydavo Allaho Atleidimo dieną ir naktį."
600,4,107,"107. Ir nesiginčyk dėl tų, kurie apgaudinėja patys save. Iš tiesų, Allahas nemėgsta nė vieno, kuris yra išdavikas, nuodėmiautojas.",""
601,4,108,"108. Jie gali paslėpti (savo nusikaltimus) nuo žmonių, tačiau jie negali paslėpti (jų) nuo Allaho, nes Jis yra su jais (Savo Žinojimu), kai jie naktį planuoja žodžiais tai, kam Jis nepritaria. Ir Allahas visada apima viską, ką jie daro.",""
602,4,109,"109. Štai! Jūs esate tie, kurie ginčijosi dėl jų šiame žemiškajame gyvenime, tačiau kas ginčysis dėl jų Prikėlimo Dieną priešais Allahą, arba kas tada bus jų gynėjas?",""
603,4,110,"110. O kas elgiasi blogai ir skriaudžia save, tačiau po to prašo Allaho Atleidimo, jis supras, kad Allahas yra Dažnai Atleidžiantis, Gailestingiausiasis.",""
604,4,111,"111. O kas įgyja nuodėmę, jis įgyja ją tik prieš save. Ir Allahas yra Visada Visa Žinantis, Visa Išmanantis.",""
605,4,112,"112. O kas įgyja nusižengimą arba nuodėmę ir tada meta ją ant ko nors nekalto, jis iš tiesų apsunkino save melu ir akivaizdžia nuodėme.",""
606,4,113,"113. Jei Allahas nebūtų suteikęs tau (Muchammedai ﷺ ) Savo Malonę ir Gailestingumą, dalis jų būtų tikrai nusprendę paklaidinti tave, tačiau (iš tiesų) jie nepaklaidina nieko, tik patys save, ir jie negali tau padaryti nė menkiausios žalos. Allahas nuleido tau knygą (Koraną) ir Al-Hikma (islamo teisę, žinias apie leistinus ir neleistinus dalykus, pavyzdžiui, Pranašo Sunną – teisines tradicijas), ir išmokė tave to, ko nežinojai. Ir Pati Didžiausia yra Allaho Malonė tau (Muchammedai ﷺ ).",""
607,4,114,"114. Ir nėra nieko gero daugumos jų slaptuose pašnekesiuose, išskyrus to, kuris įsako Sadaka (labdarą vardan Allaho) arba Marūf (islamiškąjį monoteizmą ir visus gerus bei teisingus poelgius, įsakytus Allaho), arba žmonių sutaikymą. Ir tas, kuris taip elgiasi, siekdamas Allaho gero patenkinimo, Mes suteiksime jam didį atlygį.",""
608,4,115,"115. O kas prieštarauja ir priešinasi Pasiuntiniui (Muchammedui ﷺ ) po to, kai jam buvo aiškiai parodytas teisingas kelias, ir seka kitu nei tikinčiųjų keliu, Mes laikysim jį tame kelyje, kurį jis pasirinko, ir deginsim jį Pragare - kokia bloga paskyrimo vieta! [18]","[18] Žr. ajos 3:85 išnašą."
609,4,116,"116. Iš tiesų, Allahas neatleidžia partnerių (garbinime) priskyrimo Jam (nuodėmės), tačiau Jis atleidžia tam, kuriam Jis nori, kitas nuodėmes nei šioji. O kas priskiria partnerius Allahui garbinime, iš tiesų toli nuklydo.",""
610,4,117,"117. Jie (visi, kurie garbina kitus nei Allahą) nesišaukia nieko kito tik dievybių šalia Jo (Allaho), ir jie nesišaukia nieko kito, tik Šaitan (Šėtono), užsispyrusio maištautojo!",""
611,4,118,"118. „Allahas prakeikė jį. Ir jis [Šaitan (Šėtonas)] sakė: „Aš pasiimsiu nustatytą tavo vergų skaičių.",""
612,4,119,"119. Iš tiesų, aš paklaidinsiu juos ir tikrai sužadinsiu juose klaidingus troškimus, ir tikrai, liepsiu jiems prarėžti galvijų ausis, ir tikrai, liepsiu jiems pakeisti Allaho sukurtą gamtą.“ Ir kas laiko Šaitan (Šėtoną) Vali (globėju arba padėjėju) vietoje Allaho, tikrai patyrė aiškų nuostolį.",""
613,4,120,"120. Jis [Šaitan (Šėtonas)] žada jiems ir sužadina juose klaidingus troškimus, ir Šaitan (Šėtono) pažadai yra ne kas kita kaip apgavystės.",""
614,4,121,"121. Tokių (žmonių) buveinė yra Pragaras ir jie neras kelio ištrūkti iš jo.",""
615,4,122,"122. Tačiau tuos, kurie tiki (Allaho Vienumą – islamiškąjį monoteizmą) ir daro teisingus darbus, Mes priimsime juos į Sodus, po kuriais upės teka (t. y. Rojų) gyventi ten amžinai. Allaho Pažadas yra Tiesa. Ir kieno žodžiai gali būti teisesni nei Allaho? (Žinoma, niekieno).",""
616,4,123,"123. Tai nebus pagal jūsų norus (musulmonų), nei pagal Rašto žmonių (judėjų ir krikščionių). Kas daro bloga, gaus atlygį už tai, ir neras jis jokio globėjo ar padėjėjo šalia Allaho.",""
617,4,124,"124. O kas daro teisingus gerus darbus, vyras ar moteris, ir yra (tikrasis) tikintysis [Allaho Vienumą (musulmonas)], toks įžengs į Rojų ir nebus jam padaryta nė menkiausia neteisiybė, net datulės kauliuko dydžio.",""
618,4,125,"125. Ir kas gali būti geresnis tikėjime nei tas, kuris nulenkia savo veidą (save) Allahui (t. y. seka Allaho tikėjimu – islamiškuoju monoteizmu), ir jis yra Muhsin (gera darantis – žr. ają 2:112). Ir seka Ibrahimo (Abraomo) tikėjimu Hanifa (islamiškuoju monoteizmu – negarbinti nieko kito tik Allahą Vienintelį). Ir Allahas laikė Ibrahimą (Abraomą) Khalil (artimu draugu)!",""
619,4,126,"126. Ir Allahui priklauso visa, kas yra danguose, ir visa, kas yra žemėje. Ir Allahas yra Visada Aprėpiantis visus daiktus.",""
620,4,127,"127. Jie klausia tavo teisinių nurodymų dėl moterų. Sakyk: Allahas moko jus apie jas ir apie tai, kas recituojama jums Knygoje apie našlaites, kurioms jūs nedavėte nurodytų dalių (kalbant apie Mahr ir paveldėjimą) ir kurias vis tiek norite vesti, bei (apie) vaikus, kurie yra silpni ir engiami, ir kad jūs tvirtai laikytumėtės teisingumo našlaičiams. Ir visa, ką gero darote, Allahas yra Visada Visa Žinantis apie tai.",""
621,4,128,"128. Ir jei moteris bijosi šiurkštaus elgesio ar apleidimo iš savo vyro pusės, nėra jiems abiems nuodėmės, jei jie iškelia taikos tarp savęs sąlygas. Žmogaus vidinis ""aš"" visada yra veikiamas gobšumo. Tačiau jei jūs darote gera ir laikotės toli nuo blogo, iš tiesų, Allahas yra Visada Gerai Susipažinęs su tuo, ką jūs darote.",""
622,4,129,"129. Jūs niekada nesubegėsite būti tobulai teisingi žmonoms, net jei tai yra jūsų karštas troškimas, taigi nepalinkite perdaug link vienos iš jų (suteikdami jai daugiau savo laiko ir išlaikymo), palikdami kitą kabėti (t. y. nei išsiskyrusią, nei ištekėjusią). O jei jūs elgsitės teisingai ir darysite viską, kas yra teisinga, bei bijosite Allaho saugodamiesi viso, kas yra bloga, tada Allahas yra Visada Dažnai Atleidžiantis, Gailestingiausiasis.",""
623,4,130,"130. Tačiau jei, jos atsiskiria (skyrybomis), Allahas suteiks gausybę kiekvienam iš jų iš Savo Dosnumo. Ir Allahas yra Visada Visa Pakankamas Savo kūrinių poreikiams, Visa Išmanantis.",""
624,4,131,"131. Ir Allahui priklauso visa, kas yra danguose, ir visa, kas yra žemėje. Ir iš tiesų, Mes patarėme Rašto žmonėms iki tavęs ir tau (Muchammedai ﷺ ) – (visiems) jums bijoti Allaho ir vykdyti savo pareigas Jam. Tačiau jei jūs netikite, tai Allahui priklauso visa, kas yra danguose, ir visa, kas yra žemėje, ir Allahas yra Visada Turtingas (nepriklausomas nuo poreikių), Vertas visų garbinimų.",""
625,4,132,"132. Ir Allahui priklauso visa, kas yra danguose, ir visa, kas yra žemėje. Ir Allahas yra Visada Visa Pakankamas kaip reikalų Tvarkytojas.",""
626,4,133,"133. Žmonės, jei Jis nori, Jis gali jus pašalinti ir atvesti kitus. Ir Allahas yra Visada Visa Galingas tam.",""
627,4,134,"134. Kas trokšta atlygio šiame žemiškajame gyvenime, tai pas Allahą (Vienintelį ir nieką kitą) yra atlygis šio žemiškojo gyvenimo ir Amžinybės. Ir Allahas yra Visada Visa Girdintis, Visa Matantis.",""
628,4,135,"135. O jūs, kurie tikite! Tvirtai laikykitės teisingumo, kaip Allaho liudytojai, net jei tai būtų prieš jus pačius, arba jūsų tėvus, arba jūsų giminaičius, nepriklausomai nuo to, ar jis turtingas ar vargšas, Allahas yra Geresnis abiejų Gynėjas (nei jūs). Taigi, nesekite (savo širdžių) geiduliais, kad nepaklystumėte. O jei jūs iškreipsite savo liudijimą arba atsisakysite jį duoti, iš tiesų, Allahas yra Visada Gerai Žinantis tai, ką jūs darote.",""
629,4,136,"136. O jūs, kurie tikite! Tikėkite Allahą ir Jo Pasiuntinį (Muchammedą ﷺ) ir Knygą (Koraną), kurią Jis nuleido Savo Pasiuntiniui ir Raštus, kuriuos Jis nuleido tiems iki (jo). O kas netiki Allahą, Jo angelus, Jo Knygas, Jo Pasiuntinius ir Paskutiniąją Dieną, tada iš tiesų jis toli nuklydo.",""
630,4,137,"137. Iš tiesų, tie, kurie tiki, tada netiki, tada (vėl) tiki ir (vėl) netiki, ir auga netikėjime, - Allahas neatleis jiems, nei išves juos į (Teisingą) Kelią.",""
631,4,138,"138. Perduokite veidmainiams žinią, kad jiems – skausminga kančia.",""
632,4,139,"139. Tie, kurie Aulija (globėjais arba padėjėjais arba draugais) laiko netikinčiuosius vietoj tikinčiųjų, ar jie siekia garbės, galios ar šlovės su jais? Iš tiesų, tada Allahui priklauso visa garbė, galia ir šlovė.",""
633,4,140,"140. Ir jums jau buvo apreikšta Knygoje (šiame Korane), kad kai jūs girdite Allaho Eilutes neigiamas arba pajuokiamas, tada nesėdėkite su jais, kol jie užsiims kita kalba nei ši. (Tačiau jei jūs liekate su jais), žinoma, tokiu atveju, jūs esate kaip jie. Iš tiesų, Allahas surinks veidmainius ir netikinčiuosius visus kartu Pragare.",""
634,4,141,"141. Tie (veidmainiai), kurie laukia ir stebi jus, jei jūs įgyjate pergalę iš Allaho, jie sako: „Argi mes nebuvome su jumis?“ Tačiau jei netikintiesiems pasiseka, jie sako (jiems): „Argi mes nesame meistriškiausi iš jūsų ir argi mes neapsaugojome jūsų nuo tikinčiųjų?“ Allahas priims sprendimą tarp (visų) jūsų Prikėlimo Dieną. Ir niekada Allahas nesuteiks netikintiesiems kelio (į pergalę) prieš tikinčiuosius.",""
635,4,142,"142. Iš tiesų, veidmainiai siekia apgauti Allahą, tačiau Jis yra Tas, Kuris apgauna juos. [19] Ir kai jie stojasi (atlikti) As-Salat (maldą), jie stojasi tingiai ir tam, kad žmonės pamatytų, ir jie neprisimena Allaho, tik truputį.","[19] Žr. ajas 57:12-15."
636,4,143,"143. (Jie) svyruoja tarp to ir to, nepriklausydami nei tiems, nei tiems. Ir tam, ką Allahas paklaidina, nerasi jam kelio (į tiesą – islamą).",""
637,4,144,"144. O jūs, kurie tikite! Nelaikykite Aulija (globėjais, padėjėjais arba draugais) netikinčiųjų vietoj tikinčiųjų. Ar jūs norite pateikti Allahui aiškų įrodymą prieš save pačius?",""
638,4,145,"145. Iš tiesų, veidmainiai bus Pragaro žemiausiame gylyje (lygyje). Nerasite jiems jokių padėjėjų.",""
639,4,146,"146. Išskyrus tie, kurie atgailavo (dėl veidmainystės), darė teisingus gerus darbus, tvirtai laikėsi Allaho ir išgrynino tikėjimą dėl Allaho (negarbindami nieko kito, tik Allahą, ir darydami gerus darbus tik vardan Allaho, ne pasirodyti prieš kitus), tada jie bus su tikinčiasiais. Ir Allahas suteiks tikintiesiems didį atlygį.",""
640,4,147,"147. Kodėl Allahas turėtų bausti tave, jei tu dėkojai (Jam) ir tikėjai Jį. Ir Allahas yra Visada Visa Įvertinantis (gerą), Visa Žinantis.",""
641,4,148,"148. Allahas nemėgsta viešai sakomų blogybių, išskyrus to, kuris buvo nuskriaustas. Ir Allahas yra Visada Visa Girdintis, Visa Žinantis.",""
642,4,149,"149. Ar jūs (žmonės) atskleidžiate (gerais dėkingumo žodžiais) gerą poelgį (padarytą jums kaip kažkieno paslaugą), ar paslepiate jį, ar atleidžiate blogą, - iš tiesų, Allahas yra Visada Dažnai Atleidžiantis, Visa Galingas.",""
643,4,150,"150. Iš tiesų, tie, kurie netiki Allahą ir Jo Pasiuntinį ir nori daryti skirtumą tarp Allaho ir Jo Pasiuntinių (tikėdami Allahą ir netikėdami Jo Pasiuntinius), sakydami: „Mes tikime kai kuriais, tačiau atstumiame kitus.“ ir nori pasirinkti tarpinį kelią, -",""
644,4,151,"151. Jie tikrai yra netikintieji. Ir Mes paruošėme netikintiesiems žeminančią kančią.",""
645,4,152,"152. O tie, kurie tiki Allahą ir Jo Pasiuntinius ir neišskiria nė vieno iš jų (Pasiuntinių), Mes suteiksime jiems jų atlygį. Ir Allahas yra Visada Dažnai Atleidžiantis, Gailestingiausiasis.",""
646,4,153,"153. Rašto žmonės (judėjai) prašo tavęs priversti knygą nusileisti jiems iš dangaus. Iš tiesų jie prašė Mūsos (Mozės) netgi daugiau nei tai, kai jie sakė: „Parodyk mums Allahą atvirai.“ Tačiau jiems trenkė griaustinis ir žaibas dėl jų nedorumo. Tada jie garbino veršį netgi po to, kai aiškūs įrodymai, įkalčiai ir ženklai atėjo jiems. (Netgi) tai Mes atleidome jiems. Ir Mes suteikėme Mūsai (Mozei) aiškų valdžios įrodymą.",""
647,4,154,"154. O dėl jų susitarimo, Mes iškėlėme virš jų Kalną ir (kitą sykį) Mes sakėme: „Įeikite pro vartus kniūbsčiomis (arba nusilenkę) nuolankiai.“ ir Mes liepėme jiems: „Neprasiženkite (darydami pasaulietinius darbus) Šabo metu (Šeštadienį).“ Ir Mes paėmėme iš jų tvirtą pažadą.",""
648,4,155,"155. Dėl jų pažado sulaužymo, ir dėl jų Allaho Ajat (įrodymų, įkalčių, eilučių, pamokų, ženklų, apreiškimų ir t. t.) atmetimo, ir dėl neteisėto Pranašų žudymo, ir dėl jų sakymo: „Mūsų širdys apsiaustos (uždangalu, t. y. nesuprantame, ką sako Pasiuntiniai)“ - ne, Allahas užantspaudavo jų širdis, dėl jų netikėjimo, kad jie netikėtų, tik truputį.",""
649,4,156,"156. Ir dėl jų (judėjų) netikėjimo ir sakymo apie Marjamą (Mariją) sunkų melagingą kaltinimą (kad ji turėjo neteisėtų lytinių santykių) [20];","[20] Marjama tiesiogiai reiškia „Allaho tarnaitė“."
650,4,157,"157. Ir dėl jų sakymo (su pasididžiavimu): „Mes nužudėme Mesijų Isą (Jėzų), Marjamos (Marijos) sūnų, Allaho Pasiuntinį.“ - bet jie nenužudė jo ir nenukryžiavo. Isos (Jėzaus) panašumas buvo suteiktas kitam vyrui (ir jie nužudė tą vyrą), ir tie, kurie dėl to nesutinka, yra pilni abejonių. Jie neturi jokių (tikrų) žinių, jie neseka niekuo kitu tik spėjimais. Iš tikrųjų, jie jo nenužudė [t. y. Isos (Jėzaus), Marjamos (Marijos) sūnaus];",""
651,4,158,"158. Tačiau Allahas pakėlė jį [Isą (Jėzų)] (visą jo kūną ir sielą) pas Save (ir jis yra danguose). Ir Allahas yra Visada Visa Galingas, Visa Išmanantis.",""
652,4,159,"159. Ir nėra Rašto žmonių (judėjų ir krikščionių), kurie neturėtų tikėti jį [Isa (Jėzų), Marjamos (Marijos) sūnų, kaip tik Allaho Pasiuntinį ir žmogų] [21] iki jo [Isos (Jėzaus) arba judėjo arba krikščionio] mirties [22] (Mirties Angelo pasirodymo momento). Ir Prikėlimo Dieną jis [Isa (Jėzus)] bus liudytojas prieš juos.","[21] Žr. ajos 3:55 išnašą.
[22] Žodžiai „iki jo mirties“ gali būti suprantami dviem prasmėm: iki Isos (Jėzaus) mirties po jo nusileidimo iš dangų arba iki judėjo arba krikščionio mirties t. y. Mirties Angelo pasirodymo metu, kai jis suvoks, kad Isa (Jėzus) buvo tik Allaho Pasiuntinys ir nesidalino Dieviškumu."
653,4,160,"160. Dėl judėjų niekšybių, Mes padarėme neleistinu jiems tam tikrą gerą maistą, kuris jiems buvo leistinas – ir dėl jų kliudymo daugybei į Allaho kelią,",""
654,4,161,"161. Ir dėl jų Riba (palūkanų) ėmimo, nors jiems buvo draudžiama jas imti, ir jų žmonių turto neteisėto rijimo (kyšininkavimo). Ir Mes paruošėme netikintiesiems iš jų skausmingą kančią.",""
655,4,162,"162. Tačiau tie iš jų, kurie yra išmanantys ir tikintieji, tiki tuo, kas buvo nuleista tau (Muchammedai ﷺ ) ir tuo, kas buvo nuleista iki tavęs. Ir tie, kurie atlieka As-Salat (Ikamat-as-Salat) ir duoda Zakat, ir tiki Allahą, ir Paskutiniąją Dieną, tai tie, kuriems Mes suteiksime didį atlygį.",""
656,4,163,"163. Iš tiesų, Mes siuntėme apreiškimą tau (Muchammedai ﷺ ) kaip Mes siuntėme apreiškimą Nūhui (Nojui) ir Pranašams po jo. Mes (taip pat) siuntėme apreiškimą Ibrahimui (Abraomui), Ismailiui (Izmaeliui), Ishakui (Izaokui), Jakūbui (Jokūbui) ir Al-Asbat [dvylikos Jakūbo (Jokūbo) sūnų palikuonims], Isai (Jėzui), Ajūbui (Jobui), Jūnusui (Jonui), Harūnui (Aronui) ir Sulaimanui (Saliamonui) ir Davūdui (Dovydui) Mes davėme Zabūr (Psalmes).",""
657,4,164,"164. Ir Pasiuntiniams, kuriuos Mes minėjome tau prieš tai, ir Pasiuntiniams, kurių Mes tau nepaminėjome – ir su Mūsa (Moze) Allahas kalbėjo tiesiogiai.",""
658,4,165,"165. Pasiuntiniai kaip gerų žinių nešėjai kaip ir perspėjėjai tam, kad žmonija neturėtų pasiteisinimo prieš Allahą po Pasiuntinių (atėjimo). Ir Allahas yra Visada Visa Galintis, Visa Išmanantis.",""
659,4,166,"166. Tačiau Allahas tvirtina tai, ką Jis nuleido (Koraną) tau (Muchammedai ﷺ ). Jis nuleido tai su Savo Žinojimu, ir angelai tai liudija. Ir Allahas yra Visa Pakankamas kaip Liudytojas.",""
